source	destination	disposition	evidence
references/llm-and-ai.md#L29	llm-and-ai#Checklist-13	preserved	pulling models from public hubs without verifying provenance, sharpened to the pinned-revision check with a snapshot_download detector
references/llm-and-ai.md#L30	llm-and-ai#Checklist-13	corrected	"pickled models can execute code on load - use safetensors" is kept and given the two greppable forms plus the one with no literal: weights_only=False, and a bare torch.load on a runtime pinned below 2.6 (PyTorch 2.6 flipped the default). Punch list #L49
references/llm-and-ai.md#L31	llm-and-ai#Scope	moved	CVEs in transformers/langchain/llama-index are cicd-and-supply-chain package-dependency-cves; named in the "does not own" list so they are not filed twice
references/llm-and-ai.md#L32	llm-and-ai#Checklist-6	moved	plugins and tools loaded dynamically from registries is the 2026 MCP surface: the rug-pull paragraph and the listTools detector requiring a committed manifest comparison
references/llm-and-ai.md#L36	llm-and-ai#Checklist-9	moved	user-submitted content fine-tuned without curation becomes the fine-tune and eval-corpus bullet of the derived-store item, with the honest note that a record baked into weights cannot be purged
references/llm-and-ai.md#L37	llm-and-ai#Checklist-3	corrected	RAG indexing untrusted sources is reframed as ingestion-time indirect injection rather than a data-poisoning category, because the defect is that content indexed today is read by every query tomorrow. Detector: an authenticated write path into a shared index
references/llm-and-ai.md#L38	llm-and-ai#Checklist-9	intentionally_removed	embedding inversion is REMOVED from this integrity position. It appeared here and again at #L65, so one auditor files it twice under two category IDs. It is a disclosure issue; the single surviving occurrence is in the derived-store item. Punch list #L211. Checker C6 enforces exactly one Checklist subsection mentioning it
references/llm-and-ai.md#L42	llm-and-ai#Checklist-11	corrected	markdown image exfiltration is kept but conditioned on the two things that close it: the renderer configuration and the response CSP. The correction that matters is that a missing img-src under a restrictive default-src is CLOSED, which a grep cannot distinguish from a missing img-src under default-src https:
references/llm-and-ai.md#L43	llm-and-ai#Scope	moved	rendering HTML from model output is xss-and-output-encoding, web-and-api. Named in the "does not own" list with the split stated: their finding is the escaping, this lens keeps the correctly-escaped-but-outbound URL as an exfiltration channel
references/llm-and-ai.md#L44	llm-and-ai#Checklist-10	corrected	executing generated code without sandboxing is kept, with the code-interpreter exception graded on isolation rather than on the presence of exec. False positive 2 names the specific failures: shared network namespace, reachable 169.254.169.254 or metadata.google.internal, visible host env or service-account token, reused workspace, no timeout
references/llm-and-ai.md#L45	llm-and-ai#Checklist-10	preserved	model output passed to eval, exec, system and SQL, with detectors for the interpreter and the generated-SQL cases
references/llm-and-ai.md#L46	llm-and-ai#Checklist-7	moved	model output returned through APIs that feed other agents (the worm pattern) becomes the multi-agent item, whose core rule is that a sub-agent output must never occupy the system or instruction position
references/llm-and-ai.md#L50	llm-and-ai#Checklist-5	preserved	tools that modify production data with no scoping: the scope question of the six-question tool audit, with the write half carried into item 15
references/llm-and-ai.md#L51	llm-and-ai#Checklist-11	moved	tools that send messages without limits or audit becomes the "tool arguments as the channel" clause, which is why recipient scoping is graded as an exfiltration control rather than a correctness nicety
references/llm-and-ai.md#L52	llm-and-ai#Checklist-12	moved	tools that can call themselves recursively becomes the iteration and fan-out bounds of denial-of-wallet, with detectors on AgentExecutor max_iterations and max_execution_time
references/llm-and-ai.md#L53	llm-and-ai#Checklist-5	corrected	"permission model is the model decides" is made checkable: the acting principal must not be a tool parameter. Detector matches a tool taking tenant_id and discriminates against one deriving it from the session
references/llm-and-ai.md#L54	llm-and-ai#Checklist-12	moved	the kill switch and circuit breaker become the per-principal token and spend ceiling with a hard stop, which is the form that is readable in code
references/llm-and-ai.md#L58	llm-and-ai#Checklist-4	preserved	no secrets in system prompts, with a detector interpolating an environment credential into the prompt string
references/llm-and-ai.md#L59	llm-and-ai#Checklist-4	preserved	no security-relevant instructions in the system prompt; the detector nomatch shows the filter moved into the query
references/llm-and-ai.md#L60	llm-and-ai#Checklist-4	corrected	"treat the system prompt as documentation, not access control" is kept and the reasoning is corrected in the severity row: the grade is not conditional on the prompt leaking, because extraction is assumed
references/llm-and-ai.md#L63	llm-and-ai#Checklist-9	preserved	embedding stores with no access control, kept as the first bullet of the derived-store item
references/llm-and-ai.md#L64	llm-and-ai#Checklist-8	corrected	no tenant isolation in multi-tenant RAG kept as Critical, with the precondition the source omitted: the index must be confirmed to hold per-tenant documents, established from the ingestion path. False positive 4
references/llm-and-ai.md#L65	llm-and-ai#Checklist-9	preserved	embedding inversion: this is the SURVIVING single occurrence, in the disclosure item. The duplicate at #L38 is removed
references/llm-and-ai.md#L66	llm-and-ai#Checklist-8	preserved	adversarial inputs that retrieve unintended documents, kept as the re-ranker clause with a cross-reference to item 3 where the re-ranker consumes untrusted text
references/llm-and-ai.md#L69	llm-and-ai#Known-false-positives	intentionally_removed	confident-but-wrong legal/medical/financial output removed from the checklist and recorded as a rejected candidate with the reason: no repo-visible discriminator, no owning slug, and filing it would put an unfalsifiable item in a security report
references/llm-and-ai.md#L70	llm-and-ai#Checklist-8	moved	grounding and citation requirements become the chunk-source-metadata check, whose security value is that retrieval can be reconstructed after the fact. Graded Low standalone and an aggravator elsewhere because it makes blast radius unknowable
references/llm-and-ai.md#L71	llm-and-ai#Scope	moved	hallucinated package names / slopsquatting is cicd-and-supply-chain package-name-squatting. Handed over with the aggravator this lens contributes (the install command originated in model output), and the severity row states that their grade governs
references/llm-and-ai.md#L72	llm-and-ai#Checklist-10	moved	hallucinated API endpoints and signatures reaching production code becomes the generated-code bullet: model-authored code inherits every check in every other lens, and provenance is an aggravator, not a separate finding
references/llm-and-ai.md#L75	llm-and-ai#Checklist-12	preserved	token-based denial of service, restated as the input-bound check with a detector on an unbounded request field
references/llm-and-ai.md#L76	llm-and-ai#Checklist-12	preserved	tool-use loops costing money, restated as the iteration bound with a named-symbol list (max_iterations, max_execution_time, recursion_limit, maxSteps) so the absence is greppable by enumeration
references/llm-and-ai.md#L77	llm-and-ai#Checklist-12	corrected	"no per-user / per-tenant rate limits on LLM calls" split: request-rate limiting is web-and-api rate-limiting-and-request-quotas, and this lens keeps the model-specific budget. A correct global limiter does not bound one request that spawns an unbounded agent loop, and the severity row carries the split
references/llm-and-ai.md#L78	llm-and-ai#Checklist-12	preserved	streaming with no maximum length, with a detector on a stream=True call carrying no output-token bound
references/llm-and-ai.md#L80	llm-and-ai#Checklist	moved	the "## Practical patterns" grouping is dissolved into the topic-keyed items; its content is preserved item by item in the rows below
references/llm-and-ai.md#L84	llm-and-ai#Scope	preserved	"every tool exposed to an LLM is an API endpoint with the LLM as the only user" becomes Scope fact 4, and the six audit questions become the six bullets of item 5
references/llm-and-ai.md#L86	llm-and-ai#Checklist-5	preserved	auth checks based on the real user, restated as the identity and principal-origin questions
references/llm-and-ai.md#L87	llm-and-ai#Checklist-5	corrected	arguments validated as untrusted input, corrected against the claim the source made elsewhere that a structured tool API reduces the problem: schema conformance guarantees shape, not provenance. Scope fact 2 and rejected candidate 3 carry it
references/llm-and-ai.md#L88	llm-and-ai#Checklist-5	preserved	"a read_database tool that takes arbitrary SQL is essentially eval" kept as the capability-versus-interpreter question, with a detector matching a tool taking a raw SQL string
references/llm-and-ai.md#L89	llm-and-ai#Checklist-5	corrected	destructive tools behind explicit human confirmation, corrected to a server-side approval record read back before execution; a UI dialog is not the control and its absence is not the finding
references/llm-and-ai.md#L90	llm-and-ai#Checklist-5	preserved	idempotency and duplicate-call guards
references/llm-and-ai.md#L91	llm-and-ai#Checklist-5	preserved	per-tool, per-principal, per-session call cap, cross-referenced to item 12 for the cost half
references/llm-and-ai.md#L95	llm-and-ai#Checklist-3	preserved	document ingestion as an injection vector, with the user-upload and web-fetch cases and a detector on an authenticated write into a shared index
references/llm-and-ai.md#L96	llm-and-ai#Checklist-8	corrected	"does the retriever filter by the calling user permissions, or is it global" is split into the two independent failures the source treated as one: the filter must be inside the query, and its value must come from the server session. Both have detectors, plus the post-retrieval-filtering case
references/llm-and-ai.md#L97	llm-and-ai#Checklist-8	preserved	chunk source metadata for citation and post-hoc audit
references/llm-and-ai.md#L98	llm-and-ai#Checklist-8	preserved	re-ranking as an attack surface for adversarial content
references/llm-and-ai.md#L102	llm-and-ai#Checklist-7	preserved	"treat each agent output as untrusted input to the next" kept, and made concrete: never place a sub-agent output in the system or instruction position. This is also the framing threat-modeling must adopt (punch list item 34)
references/llm-and-ai.md#L103	llm-and-ai#Checklist-7	preserved	loop detection and max depth on agent chains, bounded at every level rather than only the outermost
references/llm-and-ai.md#L104	llm-and-ai#Checklist-7	preserved	cost accounting per session and per principal, cross-referenced to item 12
references/llm-and-ai.md#L105	llm-and-ai#Checklist-7	preserved	audit logs of inter-agent messages, with the reason stated: without them the chain is unauditable after the fact
references/llm-and-ai.md#L110	llm-and-ai#Checklist-15	preserved	the scope of a model read of production data, with the batch-embedding case named because it reads every row
references/llm-and-ai.md#L111	llm-and-ai#Checklist-15	corrected	"is the read logged the way a human read would be" kept as an inventory fact of this lens; whether the resulting gap is a compliance violation is hipaa-and-phi phi-access-audit-controls, stated so the two lenses do not both file it
references/llm-and-ai.md#L112	llm-and-ai#Checklist-15	preserved	could the model be tricked into reading data it should not, via injection in the data itself
references/llm-and-ai.md#L114-L116	llm-and-ai#Checklist-15	preserved	the model writing production data, and the propose-and-approve preference, tied to the approval gate in item 5
references/llm-and-ai.md#L120-L127	llm-and-ai#Checklist-11	preserved	the indirect-injection to tool-call to exfiltration chain kept as the organizing idea of item 11, restated as an enumeration of outbound channels reachable from one turn rather than as a single narrative
references/llm-and-ai.md#L128	llm-and-ai#Checklist-11	corrected	the defenses sentence kept, with the "content filtering / mark as untrusted" half demoted: it is hygiene and is explicitly barred from justifying a downgrade. Tool scoping and human-in-the-loop survive as the controls, graded in the severity table
references/llm-and-ai.md#L132	llm-and-ai#Checklist-11	corrected	requests.get(url_from_model) split by ownership: the exfiltration channel (a model- or injection-chosen destination) is this lens, the missing resolve-and-pin discipline is web-and-api ssrf-application-path. Detector on a fetch tool with an unconstrained host
references/llm-and-ai.md#L133	llm-and-ai#Checklist-10	preserved	eval / exec on model output, with the sandbox discriminator
references/llm-and-ai.md#L134	llm-and-ai#Checklist-10	preserved	subprocess with shell=True on model output, listed with the other interpreter sinks
references/llm-and-ai.md#L135	llm-and-ai#Checklist-14	corrected	LangChain PythonREPLTool retired as an import-level RCE claim: the symbol moved to langchain_experimental in 2023, so the bare import is weak evidence. The opt-in flags allow_dangerous_code=True and allow_dangerous_requests=True are added as the high-signal greps. Punch list #L49. NOT followed as written on one point: the punch list frames the flags as THE current greps, and item 14 additionally states the case with no flag at all, because the flag gate is per-component - see the L1528 rows
references/llm-and-ai.md#L136	llm-and-ai#Checklist-4	preserved	llm.invoke(user_input + system_data) kept across items 3 and 4: the concatenation is graded on the capability, and the secret in the context is graded in the system-prompt item
references/llm-and-ai.md#L137	llm-and-ai#Checklist-1	corrected	"non-BAA-covered telemetry (Datadog, Sentry, etc.)" - the contract assertion is wrong for at least one named vendor, which publishes a BAA and a documented compliant configuration. Genericized to the auditable fact (enumerate the processor, name the content class) with no claim about terms, and the destinations the source missed are added: LLM tracing and eval platforms and self-hosted trace stores, which capture prompts, completions and tool arguments by default. Punch list item 12 and #L1787
references/llm-and-ai.md#L138	llm-and-ai#Checklist-1	corrected	prompt-hash caching as a side channel kept as a live check and sharpened per punch list #L1603: grade the KEY COMPOSITION, not the existence of the cache. Deliberately not written as a false-positive entry, which would read as permission to skip the key
references/llm-and-ai.md#L142-L145	llm-and-ai#Checklist-2	intentionally_removed	the named-provider subsection is deleted whole. "Constitutional behavior is robust but not infallible" presents an alignment training method as an injection defense, which invites a reader to downgrade an LLM01 finding on the vendor - the exact reasoning OWASP LLM01 warns against (punch list item 13). Replaced by Scope fact 1 and rejected candidate 2. Checker C7 fails if the section or the claim returns
references/llm-and-ai.md#L144	llm-and-ai#Scope	corrected	"Tool use API takes structured tools; less prone to model outputs random JSON" is a vendor differentiator that does not exist - every current provider ships JSON-Schema tools and several ship constrained decoding - and schema conformance is not a security property. Replaced by Scope fact 2 and rejected candidate 3. Punch list item 14
references/llm-and-ai.md#L145	llm-and-ai#Checklist-2	moved	zero-data-retention and BAA verification become questionnaire questions 1, 3 and 4, asked per account and per tier with a recorded date, rather than a dated vendor fact. Punch list #L1786
references/llm-and-ai.md#L147-L149	llm-and-ai#Checklist-2	intentionally_removed	the second named-provider subsection is deleted whole: half a retired naming distinction, half a deprecated API. The durable idea folds into questionnaire questions 1 and 7; the concrete API surface survives as the store=True detector in item 1
references/llm-and-ai.md#L151-L152	llm-and-ai#Checklist-13	moved	self-hosted open models: weight integrity becomes the artifact-provenance item; inference-server CVEs and network position go to cicd-and-supply-chain and cloud-and-iac, named in the "does not own" list
references/llm-and-ai.md#L156	llm-and-ai#Severity-calibration	corrected	eval(model_output): Critical retained for the accidental case and conditioned for the deliberate one. An unconditional Critical files against a correct code-interpreter product; the re-graded row names the six isolation failures and grades a correct sandbox Informational
references/llm-and-ai.md#L157	llm-and-ai#Severity-calibration	corrected	cross-tenant RAG leakage: Critical retained, precondition added - the index must be confirmed to hold per-tenant documents, established from the ingestion path
references/llm-and-ai.md#L158	llm-and-ai#Severity-calibration	corrected	external-message tool with no scoping: Critical retained, with the gate redefined as a server-side approval record read before execution, and a Medium tier for a session-scoped rather than argument-scoped approval
references/llm-and-ai.md#L159	llm-and-ai#Severity-calibration	corrected	PHI/PII to a non-BAA-covered provider: re-scoped, because classification is hipaa-and-phi phi-classification and coverage is baa-coverage-determination. This lens files the data-flow fact at Medium, High where retention or third-party tracing is opted into, and the compliance uplift is applied by the owning lens. The row explicitly forbids printing a BAA verdict here
references/llm-and-ai.md#L160	llm-and-ai#Severity-calibration	corrected	markdown image rendering: unconditional High replaced by a conditional grade naming the CSP directive and the renderer configuration that decide it, with a Medium tier for the allowlisted-host-with-open-redirect variant and an explicit not-a-finding case
references/llm-and-ai.md#L161	llm-and-ai#Severity-calibration	corrected	hardcoded provider key: "Critical if costs are unbounded" becomes Critical UNCONDITIONALLY. The key grants org-scoped access to stored conversations, files, vector and file stores, fine-tuning jobs and batch results; cost is the least of it. The finding is filed by crypto-and-key-management hardcoded-credentials-and-key-material, and the row exists so two lenses cannot print two grades for one string. Punch list item 33; checker C10 falsifies the reversion
references/llm-and-ai.md#L162	llm-and-ai#Severity-calibration	corrected	no rate limit on the LLM endpoint: split by ownership. Request-rate limiting is web-and-api; this lens grades the model-specific bounds High/Medium/Low by how many of output, input and iteration caps are present
references/llm-and-ai.md#L163	llm-and-ai#Severity-calibration	corrected	system prompt as access control: High retained, reasoning corrected - the grade is not conditional on extraction, which is assumed. Critical added where the credential in the prompt is live and over-scoped
references/llm-and-ai.md#L164	llm-and-ai#Severity-calibration	moved	hallucinated dependency installed: not filed here. Handed to cicd-and-supply-chain package-name-squatting with the model-output provenance as the aggravator; their grade governs. The source also paired it with an inverted check (confirm the package exists), which fails for typosquats because a typosquat is a real package
docs/design/2026-07-26-recon-punch-list.md#L210	llm-and-ai#Checklist-6	corrected	zero MCP coverage was the single largest 2026 gap. Net-new item 6 covers .mcp.json and mcp*.json enumeration, FastMCP and @modelcontextprotocol/sdk, and four bug classes the source has nothing for: tool poisoning via tool and parameter descriptions, confused deputy across a first-party credential and a third-party server, rug pull on unpinned listTools output, and missing caller authentication and Origin validation on an HTTP or SSE transport. Five detectors. Checker C3 falsifies removal
docs/design/2026-07-26-recon-punch-list.md#L211	llm-and-ai#Checklist-9	corrected	embedding inversion re-categorized from integrity to disclosure and de-duplicated to one occurrence, with an explicit instruction not to restore it to an integrity item. Checker C6 asserts exactly one Checklist subsection mentions it
docs/design/2026-07-26-recon-punch-list.md#L209	llm-and-ai#Proof-recipes	corrected	framework citation set widened in the body to the OWASP agentic-applications list, nist-ai-600-1, mitre-atlas and nist-ssdf-800-218a, with an instruction to cite the identifier and not a version the auditor has not confirmed. The matching frontmatter frameworks change is REPORTED to the controller, not made here
references/llm-and-ai.md#L95	llm-and-ai#Checklist-0	corrected	FINDABILITY, net-new: the Critical in item 8 and false positive 4 both require tenancy to be established from the ingestion path, and no sweep named a write symbol, so the condition was unfindable and would have downgraded silently. Adds an ingestion sweep over add_texts(, add_documents(, from_documents(, from_texts(, .upsert(, collection.add(, index.add( and embed_documents(, with the rule that tenancy is a fact about the writer
references/llm-and-ai.md#L84-L91	llm-and-ai#Checklist-0	corrected	FINDABILITY, net-new: item 5 grades every registered tool and four Critical rows plus one High rest on enumerating them, but no sweep named a tool-definition symbol. Adds a tool sweep over @tool, @mcp.tool, @function_tool, StructuredTool.from_function(, Tool.from_function(, tools=[, tool_choice, "type": "function", FunctionDeclaration( and zodFunction(
references/llm-and-ai.md#L107-L112	llm-and-ai#Severity-calibration	corrected	item 15 (a model reading production data) was stated in the Checklist and never priced, so its finding had no grade. Adds a Medium row for a read scoped to a whole table rather than a principal, or a model read producing no access-log entry where the equivalent human read would, with the compliance grade routed to hipaa-and-phi phi-access-audit-controls
docs/design/2026-07-26-recon-punch-list.md#L163	llm-and-ai#Scope	corrected	the agent trust boundary is stated correctly in the "does not own" entry for threat-modeling: tool output and retrieved documents entering the context, and model output leaving as a tool invocation. Data flowing from the context into a tool output is not a trust crossing, and the two lenses must not disagree
docs/design/2026-07-26-recon-punch-list.md#L1521-L1527	llm-and-ai#Known-false-positives	preserved	seeded false-positive entries 1 to 5 adopted, each given an additional rider that names what the entry does NOT clear, because an entry read as a blanket clearance suppresses more than it prevents
docs/design/2026-07-26-recon-punch-list.md#L1528	llm-and-ai#Known-false-positives	corrected	FOURTH PUNCH-LIST FACTUAL ERROR, found during this migration and reported rather than followed. Seeded false positive 6 asserts "Current LangChain refuses to construct these without an explicit allow_dangerous_code=True / allow_dangerous_requests=True" over a list that includes PythonREPLTool and a SQL toolkit. The gate is per-component: the pandas, CSV and Spark dataframe agents, PALChain and RequestsToolkit raise without it, while PythonREPLTool, PythonAstREPLTool, SQLDatabaseToolkit and QuerySQLDataBaseTool construct with no flag and never required one. As seeded, the entry clears a REPL tool wired to a public route - live RCE reported clean - and because the flag is opt-in the empty grep is the common result. Entry 6 now suppresses only the bare import and states in terms that the flag absence clears exactly one gated call site; reachability decides the rest
docs/design/2026-07-26-recon-punch-list.md#L1528	llm-and-ai#Checklist-14	corrected	the same correction at the second consumer. Item 14 previously read "the framework refuses to construct these components without them" and "two conditions must hold: the flag is actually set, AND ... reachable", which makes an unflagged REPL tool not a finding. Rewritten so reachability is the single condition, with the gated and ungated cases spelled out, plus a second detector whose match and nomatch contain no flag at all and discriminate on the route binding
docs/design/2026-07-26-recon-punch-list.md#L1528	llm-and-ai#Severity-calibration	corrected	third consumer: the table never priced item 14 at all. Adds a Critical row for an interpreter-bearing component (PythonREPLTool, PythonAstREPLTool, a dataframe or CSV agent, PALChain, SQLDatabaseToolkit) bound to a reachable route, job or queue consumer, graded on the binding present or absent the flag; a High row for allow_dangerous_requests=True on a toolkit carrying internal headers; and an Informational row for construction confined to a notebook or eval suite where the absence of a binding was traced and quoted rather than inferred from a missing decorator
docs/design/2026-07-26-recon-punch-list.md#L1528	llm-and-ai#Checklist-0	corrected	fourth consumer: the sweep block greps only the flags, so an ungated component was unfindable. Adds a component sweep naming PythonREPLTool, PythonAstREPLTool, PythonREPL(, create_pandas_dataframe_agent(, create_csv_agent(, create_sql_agent(, SQLDatabaseToolkit(, QuerySQLDataBaseTool, RequestsToolkit( and PALChain, with a comment stating why it runs alongside the flag sweep rather than behind it
docs/design/2026-07-26-recon-punch-list.md#L1602-L1604	llm-and-ai#Known-false-positives	preserved	the three seeded rejections carried into Rejected candidates with their reasons, plus six this migration added: model refusal as evidence, alignment training as a defense, schema-validated arguments as trusted, read-only tools as low risk, first-party MCP servers as trusted, and stdio transport as safety
docs/design/2026-07-26-recon-punch-list.md#L1528	llm-and-ai#Known-false-positives	corrected	a tenth rejected candidate added, naming the seeded rule this migration declined: "no allow_dangerous_code=True anywhere, therefore no live interpreter". Recorded as a rejection with its reason so it cannot be quietly re-added as a suppression rule
docs/design/2026-07-26-recon-punch-list.md#L1701-L1705	llm-and-ai#Proof-recipes	preserved	recipe 5.12 shipped as R1: counting fake provider client, assertion on the recorded call count rather than the response, zero-provider-call assertion on the oversized input, and an order-independent fixture reset. Extended with the fan-out and per-principal budget cases
docs/design/2026-07-26-recon-punch-list.md#L1711-L1716	llm-and-ai#Proof-recipes	preserved	recipe 5.14 shipped as R2, scoped to the stores this lens owns: a self-checking registry of derived stores, seeding through the real ingestion path, explicit purge invocation, per-store residue assertion including derived encodings, a stubbed provider-side delete assertion, and the clock-controlled retention boundary with the inside-the-window row asserted untouched
docs/design/2026-07-26-recon-punch-list.md#L1679-L1684	llm-and-ai#Proof-recipes	preserved	recipe 5.8 model-artifact half shipped as R3, since no other lens was assigned it and item 13 otherwise rests entirely on reading arguments. The load-bearing assertion is preserved verbatim in substance: assert both that the loader raised AND that the sentinel file does not exist, because an exception can be raised after the payload runs
docs/design/2026-07-26-recon-punch-list.md#L1685-L1689	llm-and-ai#Proof-recipes	preserved	recipe 5.9: the jsdom half kept as a T1 reference and the end-to-end listener half recorded as T2, with the instruction that a declined T2 is reported UNPROVEN rather than cleared
docs/design/2026-07-26-recon-punch-list.md#L1635-L1660	llm-and-ai#Proof-recipes	moved	recipes 5.1, 5.2, 5.3 and 5.4 are referenced by shape rather than restated, per the single-owner rule. The llm-specific sharpening from 5.1 is quoted: assert on the PROMPT sent to the provider, not on the answer, because a model that politely declines still received the foreign tenant text
docs/design/2026-07-26-recon-punch-list.md#L1750	llm-and-ai#Proof-recipes	preserved	the "model robustness itself is out of scope" decision is stated as a standing design decision reported every run, and every recipe is specified to drive a scripted worst-case-compliant fake client rather than a real model
docs/design/2026-07-26-recon-punch-list.md#L1784-L1787	llm-and-ai#Checklist-2	preserved	the four de-branding rows applied: both provider subsections deleted, the retention line converted to an undated questionnaire, and the telemetry line kept as a place to look with the contractual claim removed. No vendor is named anywhere in this lens as an assertion about its terms or correctness
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-llm-review.md#F-H1	llm-and-ai#Checklist-8	corrected	the item 8 rule read "the filter must be inside the query" and both nomatch blocks demonstrated it as a filter= kwarg, which is false for in-process stores: LangChain FAISS, InMemoryVectorStore, MemoryVectorStore and DocArrayInMemorySearch pull fetch_k candidates and only then apply the predicate, so the lens cleared a multi-tenant FAISS retriever against its own Critical. Rule restated as "evaluated by the index engine", a third detector pair added discriminating purely on store class (FAISS.load_local plus filter= vs Chroma plus the identical filter=), the remedy for an in-process store named as one index per tenant, and the three existing filter= nomatch blocks bound to a named engine-backed store so none reads as a clearance
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-llm-review.md#F-H1	llm-and-ai#Severity-calibration	corrected	both consumers of the retrieval rule were stale while the prose was corrected. The Critical severity row now spells out that "post-filtered" includes a filter= kwarg on an in-process store applied to the fetch_k candidates, naming the four store classes, and the re-graded "Cross-tenant RAG leakage" row now says the grade turns on the store class and not on the kwarg
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-llm-review.md#F-H1	llm-and-ai#Known-false-positives	corrected	false positive 4 listed only application-code post-filtering as the sharper bug, so an auditor who found the library doing the same thing had no entry to land on. Adds the in-library case explicitly, with the note that at the call site it reads exactly like an engine-evaluated predicate
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-llm-review.md#F-H1	llm-and-ai#Scope	corrected	the Owns table defined rag-retrieval-authorization as "filtered by the calling principal inside the query", which is the same wrong claim in the one place a reader looks first. Restated as a predicate the index engine evaluates, with the in-process exception named
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-llm-review.md#F-H1	llm-and-ai#Proof-recipes	corrected	the two-subject authorization sweep asserted on the prompt sent to the provider, which PASSES on a client-side filter= because the foreign chunk is dropped before the prompt is assembled. Adds the requirement to spy on the store search call and assert the other principal marker was never in the candidate set where the store is in-process
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-llm-review.md#F-H2	llm-and-ai#Checklist-11	corrected	"an image-rewriting proxy" was listed unconditionally as one of the things that closes the rendered-image channel. A proxy that fetches a model-supplied URL closes the browser leg only: the server still performs the request and the payload reaches the attacker host intact, from a server IP. Qualified to a proxy that resolves and allowlists the destination host server-side, with the pass-through case named as the channel and its own fetch handed to web-and-api ssrf-application-path
