source	destination	disposition	evidence
references/crypto-deep-dive.md#L99-L110	crypto-and-key-management#Checklist-8	corrected	TLS block preserved; OCSP stapling for revocation softened to grading the revocation story, because revocation practice is in flux and a bare missing-stapling finding is not defensible. Pinning deferred to mobile-app-security certificate-pinning-implementation
references/crypto-deep-dive.md#L112-L124	crypto-and-key-management#Checklist-7	corrected	OAuth and OIDC preserved and rebased on RFC 9700 and RFC 7636: PKCE asked for on the authorization-code flow generally rather than public clients only, code_challenge_method=plain named, exact-string redirect matching kept, RFC 9207 iss added for the mix-up defense
references/crypto-deep-dive.md#L126-L135	crypto-and-key-management#Checklist-6	corrected	SAML preserved; the signature-wrapping check sharpened from verify the parser binds signature to content into the operative rule, which is to resolve the assertion BY the signature reference URI and to require the assertion itself to be signed
references/crypto-deep-dive.md#L137-L147	crypto-and-key-management#Checklist-15	preserved	custom-protocol interrogation; the severity condition made findable (a hand-rolled construction plus no specification in docs, README or an ADR) rather than resting on the fact that it is custom
references/crypto-deep-dive.md#L149-L161	crypto-and-key-management#Checklist-0	corrected	the code-smell list becomes the sweep block. Two entries were unfireable and are replaced. Crypto.AES.new(key, AES.MODE_ECB) is not a real symbol in PyCrypto or PyCryptodome, replaced with AES.new(..., AES.MODE_ECB), modes.ECB(), the ECB transformation strings, and Cipher.getInstance with a bare AES string, which silently resolves to ECB. JWT decode with verify=False replaced per Checklist item 5. verify=False survives only in the TLS sweep, where it is a live requests and HTTP-client smell
references/crypto-deep-dive.md#L163-L176	crypto-and-key-management#Severity-calibration	corrected	severity table rebuilt. Static or predictable IV in AES-GCM Critical (key compromise potential) replaced with Repeated (key, nonce) pair in AES-GCM Critical, whose impact is plaintext XOR plus GHASH-subkey tag forgery and explicitly not key recovery. Missing PKCE on mobile OAuth Medium and Timing-unsafe MAC comparison High re-graded against findable conditions. Every remaining High and Critical row names the artifact that establishes it
docs/design/2026-07-26-recon-punch-list.md#L1548-L1555	crypto-and-key-management#Known-false-positives	moved	the six crypto false-positive seeds, carried as entries 2 through 7
docs/design/2026-07-26-recon-punch-list.md#L1613	crypto-and-key-management#Known-false-positives	corrected	the recon pass cut 96-bit random nonce flagged as nonce-reuse risk for volume and kept only a calibration note. Re-accepted here as entry 1: the material this lens replaces labelled that exact construction a vulnerability, so it is the primary false positive rather than a hypothetical one. Divergence recorded in the Rejected-candidates preamble
docs/design/2026-07-26-recon-punch-list.md#L1614	crypto-and-key-management#Known-false-positives	corrected	the recon pass deduped deliberate HS256 reported as should-use-RS256 to web-and-api and asked this lens to carry defers jwt-verification: web-and-api. The settled ownership pass reverses that, since crypto-and-key-management OWNS jwt-jws-and-jwks-verification and nine lenses defer it here, so the entry lands here as entry 9 with its escalation list intact. Frontmatter not touched
docs/design/2026-07-26-recon-punch-list.md#L1661-L1666	crypto-and-key-management#Proof-recipes	moved	recipe 5.5 forged-and-mutated token table, shipped as R2 with the zero-outbound-call assertion on jku and x5u and the mandatory positive case
docs/design/2026-07-26-recon-punch-list.md#L1668-L1672	crypto-and-key-management#Proof-recipes	moved	recipe 5.6 signed-request replay and timestamp boundary, shipped as R3; row 6 flagged as straddling web-and-api webhook-handler-integrity
docs/design/2026-07-26-recon-punch-list.md#L1690-L1694	crypto-and-key-management#Proof-recipes	moved	recipe 5.10 crypto behaviour harvest and call-order spies, split into R1 nonce harvest, R4 tripwire comparison, R5 KDF parameters read back from the store, and R6 ordering invariant. R7 TLS-configuration assertion added; the statistical timing test kept non-gating
references/crypto-deep-dive.md#L107	mobile-app-security	moved	certificate-pinning guidance handed to certificate-pinning-implementation; TLS validation itself stays here, including the mobile trust-callback bypasses
references/crypto-deep-dive.md#L165	crypto-and-key-management#Severity-calibration	intentionally_removed	the claim that a static or predictable AES-GCM IV risks key compromise is deleted rather than migrated. It is false, and a mechanical closure check now fails the file if it reappears outside the quotation zone
references/crypto-deep-dive.md#L163-L176	crypto-and-key-management#Severity-calibration	corrected	round 2 of the severity-table rebuild logged at ledger row 23: the derived-nonce row's clearance list still named crypto_aead_xchacha20poly1305 as misuse-resistant after the Checklist-1 prose (L241) was corrected to say XChaCha20-Poly1305 is not, a fix-where-stated-miss-where-used gap the prose itself was written to close. Clearance narrowed to AES-GCM-SIV, AES-SIV and Deoxys-II, and the row's Critical clause split into its own row: the small-plaintext-domain equality leak is a separate defect that L239 states SIV does not fix, so the original row conflated two distinct defects under one clearance statement
references/crypto-deep-dive.md#L30-L38	crypto-and-key-management#Severity-calibration	corrected	H2: the source material's encrypt-then-MAC guidance presumes a MAC exists, and Checklist item 3 was extended in the prior round (L385 prose, detector L411-428) to cover ciphertext with no MAC anywhere on the path, but no severity-table row existed for it, so an auditor grading strictly off the table would clear the most common symmetric defect in application code. Added as its own Critical row, findable from the cipher construction call with no MAC construction call anywhere in the file or a helper it calls
references/crypto-deep-dive.md#L82	crypto-and-key-management#Checklist-11	corrected	round 3, H1: punch-list section 1 item 19 (L100-L101) was applied only as a softened restatement — "confirm the library performs the point-on-curve check, most modern ones do" carried the source reassurance forward, dropped the private-key-recovery impact, and dropped FFDH group-parameter validation. Bullet rewritten to state the invalid-curve mechanism and its consequence, to require naming the validating call rather than assuming one, and to separate X25519 (no invalid-curve case; the all-zero shared-secret check remains) from NIST-curve ECDH and from finite-field DH
docs/design/2026-07-26-recon-punch-list.md#L100-L101	crypto-and-key-management#Severity-calibration	corrected	round 3, H1 second half: the corrected DH bullet had no severity row, so an auditor who ran the check had nothing to grade it against and the finding could not be filed. Added a High row for an unvalidated ECDH or FFDH peer key, findable from raw coordinates or a hand-written point decoder reaching the scalar multiply, Critical where the private scalar is static because the attack then recovers the long-term key. X25519 excluded explicitly so the row cannot fire on the recommended curve
crypto-and-key-management#Checklist-5	crypto-and-key-management#Checklist-5	corrected	round 3, H3: the Go JWT sweeps required the literal open paren after jwt.Parse, which matches neither ParseWithClaims — the entry point most Go services call — nor jwt.NewParser(...).Parse nor request.ParseFromRequest, so a keyfunc that never inspects the token method reported clean on the stack the check exists for. Paren dropped from the positive grep and the absence sweep, the other two spellings added, the section 0 index grep aligned so index and item cannot diverge again, and the keyfunc safe list widened to the .Method type assertion and SigningMethodEd
crypto-and-key-management#Severity-calibration	crypto-and-key-management#Severity-calibration	corrected	round 3, H4: the section 0 nonce sweeps were widened in the interrupted round, but the severity table still carried the superseded uppercase-only column-0 regex in the AES-GCM re-grade row, and the Critical row named module and class scope only. Both rows now name the four spellings the sweeps cover — self._nonce, an indented class attribute, a lowercase module-scope const iv, and the Java/.NET static byte[] — so condition and discovery step agree. Sweep (c) additionally made final and readonly optional, because private static byte[] IV is the same bug
crypto-and-key-management#Severity-calibration	crypto-and-key-management#Severity-calibration	corrected	round 3, H5 consumer: the section 0 constant-time absence sweep was widened to Java, .NET, Ruby and Rust in the interrupted round, but the timing severity row still listed six safe calls and omitted fixed_length_secure_compare and ct_eq, so a correct Ruby or Rust comparison satisfied the sweep and remained gradeable as a High. The row list is now identical to the sweep list, with a note that the two must stay in step
references/crypto-deep-dive.md#L163-L176	crypto-and-key-management#Severity-calibration	corrected	round 3, review claims 5 and 6: "arbitrary tag forgery under that key" was corrected in the prose in the interrupted round and left standing in both severity rows. Impact is now split by mode — all three modes leak the plaintext XOR; GCM additionally leaks the GHASH subkey H and forges only for messages carrying the repeated nonce; bare AES-CTR and bare ChaCha20 have no tag to forge at all; ChaCha20-Poly1305 loses the Poly1305 one-time key the way GCM loses H
docs/design/2026-07-26-recon-punch-list.md#L1510	crypto-and-key-management#Severity-calibration	corrected	round 3, review claim 13: a missing algorithms= was graded Critical unscoped by library. PyJWT 2 and later raise rather than verifying, jsonwebtoken 9 and later derive the permitted family from the key type, and jose and golang-jwt v5 pin through their own options — the punch-list rejected-candidate entry at this line says so independently of the review. The row now grades the shapes that bypass on any version (a list mixing classes or containing none, a verifier dispatching on the header alg, a Go keyfunc that ignores the method, verify_signature False) as Critical, and the bare missing pin as Medium where the library fails closed. Applied in the Checklist-5 prose, false positive 9 and proof recipe R2 as well as in the row
docs/design/2026-07-26-recon-punch-list.md#L198	crypto-and-key-management#Checklist-9	corrected	round 3, review claim 9: the KDF minimums table was attributed jointly to the OWASP Password Storage Cheat Sheet and RFC 9106. The figures are the OWASP floor; RFC 9106 recommends far higher (2 GiB with t=1 p=4, or 64 MiB with t=3 p=4). Attribution corrected and the divergence stated, which is what this punch-list line asked for
references/crypto-deep-dive.md#L107	crypto-and-key-management#Checklist-8	corrected	round 3, review claim 7: urllib3.disable_warnings sat in the "every switch that turns validation off" table, and a severity row grades any member of that table Critical — authorising a Critical certificate-validation finding on a call that suppresses a warning and disables nothing. Removed from the table and restated as a corroborating signal pointing at the verify=False nearby
crypto-and-key-management#Checklist-4	crypto-and-key-management#Checklist-4	corrected	round 3, review claim 10: the Node constant-time nomatch exemplar claimed in its comment that no length check was needed while the same line contained one, and called both operands fixed-width when one is decoded from the attacker hex string. Comment rewritten to describe the code that is actually there and to say why a length guard against a digest of public width leaks nothing
crypto-and-key-management#Known-false-positives	crypto-and-key-management#Known-false-positives	corrected	round 3, review claim 12 consumer: false positive 7 still offered "no SIV or key-committing scheme" as the clearing condition for a derived nonce after the Checklist-1 prose was corrected. Key commitment dropped from the clearance, the clearing set restated as AES-GCM-SIV, AES-SIV or Deoxys-II, and the entry description of Fernet, secretbox and Tink as "misuse-resistant designs" reworded — that phrase is the term of art the C1 wrong clearance turned on, and it sat one sentence from a clearance
crypto-and-key-management#Severity-calibration	crypto-and-key-management#Severity-calibration	corrected	round 3, review claim 14 and M8: three High escalations rested on properties a repository cannot establish — the corpus is large, the endpoint is public, one of the contexts is attacker-reachable — which is the negative example the section states about itself. Re-anchored to artifacts: stored rows carrying the weak prefix plus no rehash-on-success call; a writing handler on a route with no auth guard; and two named call sites, one reading a request value and one minting a privileged artifact
docs/design/2026-07-26-recon-punch-list.md#L89	crypto-and-key-management#Severity-calibration	corrected	round 3, unverifiable claim 2: the bcrypt NUL row asserted that the failure is silent, generically. Whether a given binding truncates at the NUL or rejects the password outright could not be verified in this environment (python unavailable), so the assertion was replaced with an instruction to establish the binding behaviour, and both outcomes are named. The R5 NUL row was updated to match, so a binding that raises cannot make the proof row pass by throwing
references/crypto-deep-dive.md#L163-L176	crypto-and-key-management#Checklist-1	corrected	round 3, unverifiable claim 3: the interrupted round restated the SP 800-38D invocation cap more confidently than it could be checked, adding "the total number of invocations ... across all constructions". The reviewer named the scope of section 8.3 as exactly the part they could not confirm. Walked back to the section citation and the number, both checkable, with the unverified scope clause removed rather than reworded
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 3, same-defect sweep of the remaining absence checks after H3 and H5: the CBC/CTR no-MAC sweep carried no .NET construction literal, so CipherMode.CBC and CipherMode.CTR reported that whole stack clean, and the tls.Config MinVersion sweep matched only the brace-literal form, missing the zero-value var declaration and new(tls.Config). Both left-hand construction lists widened; the right-hand safe lists left alone, because widening those is what produces a false clearance
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 4: the unauthenticated-CBC/CTR absence sweep cleared vulnerable files on the bare token siv, matched case-insensitively with no boundary, so any file containing responsive, massive, passive, expensive, exclusive or recursive was reported as authenticated — reintroducing, one layer down, the exact false all-clear the sweep was added to close, and disarming the named discovery step for the unauthenticated-ciphertext Critical row. Token replaced with \bSIV\b|AESSIV|[-_]SIV\b, which matches every real spelling (AES-SIV, aes-siv, AES_SIV, AESSIV, aes-256-gcm-siv, siv.NewCMAC, MODE_SIV, EVP_aes_256_siv) and no -sive word. -i was kept on the right-hand grep rather than dropped, because dropping it loses 11 of 14 real safe spellings including createHmac, AESGCM, GCMParameterSpec, Fernet, ChaCha20Poly1305 and Aead.encrypt. Proved on fixtures: two modules identical but for a comment reading "responsive and handles massive payloads", both sealing a cookie with createCipheriv('aes-256-cbc') and no MAC — old form reported only the plain one, corrected form reports both, and a genuine AES-SIV module (S2V plus modes.CTR) is still cleared
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 4, same-class sweep of the rest of the file: the same absence sweep's gcm token, also matched case-insensitively with no boundary, is a substring of configCmd, logCmd, debugCmd, stringCmp and tagCmp — the g-C-m of a camelCase Cmd or Cmp suffix — so a Go file holding both a cobra command and cipher.NewCTR was cleared as authenticated. Pinned to the three real casings as (?-i:GCM|Gcm|gcm), which keeps full recall on all twelve real spellings (AESGCM, NewGCM, NewGCMWithNonceSize, GCMParameterSpec, AES/GCM/NoPadding, AesGcm, aes-256-gcm, MODE_GCM, Aes256GcmSiv, AESGCMSIV, EVP_aes_256_gcm, GcmBlockCipher) and matches none of the five decoys. \b was not used here because it drops NewGCMWithNonceSize and AESGCMSIV; the inline case override was verified to work under -i on ripgrep 14.1.1 and 15.1.0. Proved on a Go fixture pair: vuln_cmd.go (configCmd plus an unauthenticated cipher.NewCTR seal) was cleared by the old form and is flagged by the corrected one, while safe_gcm.go (NewGCMWithNonceSize) stays cleared
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 4, same-class sweep: the MAC-comparison absence sweep's ct_eq token is a substring of the ordinary snake_case identifiers select_eq, direct_eq, expect_eq and strict_eq, so a file that computes an HMAC and compares it with == was cleared as constant-time. Anchored to \bct_eq\b, which keeps every real subtle-crate spelling (tag.ct_eq(, ConstantTimeEq::ct_eq(, mac.ct_eq() and drops all four decoys. Proved on a fixture pair: a Python webhook verifier using hmac.new and == that also defines a predicate table containing "select_eq" was cleared by the old form and is flagged by the corrected one, while a Rust verifier using subtle ct_eq stays cleared. The severity row at Severity-calibration that must stay identical to this sweep's list still names the same eight calls, so the stay-in-step note there is unaffected
crypto-and-key-management#Checklist-5	crypto-and-key-management#Checklist-5	corrected	round 5, out-of-class finding from prior review: the two negative-lookahead sweeps for jwt.decode/jwt.verify with no algorithms= use a lookaround construct ripgrep's default engine does not support, so without --pcre2 the command does not miss, it errors (regex parse error: look-around is not supported) and returns nothing on both a vulnerable and a safe file alike -- the sole discovery step for this Critical/Medium-scoped finding reads as clean by erroring silently past the auditor. --pcre2 added to both lines. Also hardened (?!algorithms) to (?!algorithms\s*[=:]) so a call whose span contains the bare word algorithms in a comment (e.g. "# algorithms intentionally omitted") does not suppress its own match. Swept the whole file for every other lookaround/backreference/PCRE-only construct: none found -- the only two -U invocations in the file are these two lines; (?-i:GCM|Gcm|gcm) at Checklist-0 is a native flag-scoped group, not a lookaround, and needs no --pcre2. Falsified on a three-file fixture (no-pin, pinned, pin-omitted-in-a-comment): old form errors (rc=2) identically on all three; --pcre2 with the hardened lookahead matches only the two vulnerable files and passes the pinned one
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 6, cross-cutting class 2 (missing path argument), NEW defect not named by any prior review: all 30 rg commands in the lens took no path argument. With no path rg searches stdin whenever stdin is not a terminal, so the moment the block is pasted into a script, a heredoc or a pipeline every line returns zero hits and exits 1 with no error -- a clean result from a sweep that never opened a file. Measured: printf "no lens content" | rg -n "InsecureSkipVerify|CURLOPT_SSL_VERIFY|_create_unverified_context|HostnameVerifier" returns rc=1 and no output, while the identical command with an explicit path and the same piped stdin returns 4 hits on the hostile fixture tree. An explicit trailing . added to every command, plus a paragraph above the fence saying the . is load-bearing and may be narrowed but not deleted
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 6, cross-cutting class 1 (a clearance that cannot distinguish "ran and found nothing" from "did not run"): the lens contains no || echo fallback, so the literal shape is absent, but all four two-stage absence pipelines carried the same mechanism through xargs -r. -r is a GNU extension absent from BSD and macOS xargs, and xargs cannot invoke rg at all where rg is a shell alias or function rather than a binary -- which is exactly the case in this environment, reproduced: type rg reports "rg is a function", and echo one | xargs -r rg --version exits 127. Both failures write to stderr and leave stdout empty, indistinguishable from a clearance. All four pipelines rewritten as | while IFS= read -r f; do rg -q SAFE "$f" || printf "%s\n" "$f"; done, which runs the second stage in the current shell (so a function-shaped rg works), needs no GNU -r, and whose || prints the file when the safe pattern is NOT found -- so a failure of the inner command over-reports rather than clears. The first stage has no such protection, so a rule was added in prose and in the fence: run stage one alone and require exit status 0 or 1; a 2 or 127 means the sweep did not run and the empty output says nothing. This closes standing item L6 on all four pipelines
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 6, cross-cutting class 3 applied to the two symmetric inventory sweeps. The constructor sweep named seven ecosystems and reached seven; Rust (cbc::Encryptor, ctr::Ctr, Aes256Gcm::new) and .NET AEAD (new AesGcm() had no literal, and Rust is in the lens activates_on globs. The mode-selection sweep was worse: MODE_ECB|MODE_CBC|/ECB/|/CBC/|modes.ECB(|modes.CBC( reached only Java and Python. Measured on a nine-language hostile fixture tree: 4 hits before, 14 after, gaining .NET CipherMode.CBC/ECB, the Node/Ruby/PHP algorithm string aes-256-cbc, Go NewCBCEncrypter and Rust cbc::/ecb::. -i added deliberately for the same reason. Both are positive candidate greps, so widening the left side costs noise and never a clearance. Also widened the Java IV-argument sweep: new is optional and ByteArray( is an alternative, because Kotlin writes the same zero-IV bug as IvParameterSpec(ByteArray(16)) -- proved on a Kotlin fixture pair
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 6, class 3 on the three nonce/IV scope sweeps -- the mirror image of round 4 finding, and the highest-value one here because these sweeps are the named discovery step for the Critical repeated-(key,nonce) row. (a) object scope matched only (self|this)\. so PHP $this->iv and Ruby @iv were invisible; (b) module/class scope had a generator list of six literals, so Kotlin ByteArray(, Node Buffer.from(, Go make([]byte, Rust [0u8; N], PHP/Ruby random_bytes( and Java SecureRandom all read as no module-scope nonce at all; (c) the Java/.NET constant required the field name to start with IV or NONCE, so C# _iv missed, and required private before IvParameterSpec. Left sides now accept -> and the @ and $ sigils, the generator list covers seven ecosystems, and (c) accepts a leading underscore and a static GCMParameterSpec holder. Measured on the fixture tree: (a) 1 hit before / 3 after, (b) 2 before / 7 after, (c) 1 before / 2 after; zero hits on the clean tree for (a) and (c). Accepted cost, stated in the comment: under -i an unanchored iv is also a substring of given, derive, private and receive, so sweep (b) reports a few ordinary variables per file -- the right direction for a sweep whose miss is a Critical
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 6 (updates the round-3 row that added Hmac::new to this list): the MAC-construction list is used twice, in the positive candidate grep and in the absence sweep, and the comment requires the two to be identical -- they were not. The positive grep named HMACSHA256, which does not match .NET HMACSHA512, and named neither Ruby OpenSSL::HMAC nor any Rust form; the absence sweep named Hmac::new, which is near-dead for real RustCrypto (Hmac::<Sha256>::new_from_slice, type HmacSha256 = Hmac<Sha256>, <HmacSha256 as Mac>::new_from_slice). Both lists are now the same string: Hmac::< and Hmac< and HmacSha[0-9] replace Hmac::new, and hmac.digest( is added for Python 3.7+. new_from_slice( was tried and REJECTED: it is RustCrypto KeyInit generic across ciphers, and it made a correct AES-GCM Rust file a MAC candidate with no safe compare -- a false positive on the clean tree, which the narrower tokens avoid while still catching all four Rust hostile fixtures. Measured: absence sweep 6 hits before / 10 after on hostile, 0 on clean both times. The safe (clearing) list was deliberately NOT widened and the comment now says so: Ruby variable-length secure_compare and BouncyCastle Arrays.constantTimeAreEqual are absent, so a file using either is surfaced as a candidate -- a wrong finding, which is recoverable, rather than a wrong clearance, which is not
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 6, class 3 on the MAC-comparison grep. The single grep (signature|sig|mac|digest|hmac|token|secret)\s*(==|!=)\s|\.equals\(.*(signature|mac|digest) found 1 of 7 real vulnerable comparisons on the fixture tree. Two mechanisms, both measured: the token almost never abuts the operator (hexdigest(...) == provided, headers.get("X-Signature") != expected, a $-prefixed PHP name), and (==|!=)\s cannot match ===. Split into two greps. The first bounds the gap to {0,40} non-operator characters, accepts the token on either side of the operator, accepts ===/!==, and adds -i; sig is \b-anchored so it does not fire on design or assign, at the cost that token_source no longer matches. The second names the non-constant-time comparison APIs that carry no operator at all -- Arrays.equals(, String.equals(, .SequenceEqual(, bytes.Equal( -- which are exactly the traps in Checklist item 4 per-language table and which the previous grep found none of. Together: 7 of 7 on hostile, 0 on clean
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 6, class 3 on the JWT sweeps. JWT.decode( is the Ruby and java-jwt spelling only: PHP firebase/php-jwt writes JWT::decode(, nimbus-jose-jwt writes SignedJWT.parse(, and .NET decode-without-verify is new JwtSecurityTokenHandler().ReadJwtToken( -- all three are complete-bypass entry points and none contains the string JWT.decode(. All three added to the section-0 index and to the Checklist-5 grep, which is now four spellings rather than one. Separately: "none" was double-quoted only, so a Python or JS allowlist containing 'none' missed; widened to ["']none["']. And jwks_uri missed jwksUri, which is what jwks-rsa and most Node configuration actually write -- measured as a zero-hit sweep on a fixture containing jwksUri; -i and jwks[_-]?uri added. Hostile 4 -> 7 entry points, jwks 0 -> 1; clean tree shows only correctly pinned calls
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 6, class 3 on the TLS switch sweep, plus the round-3 urllib3 item closed. One whole row of the Checklist item 8 table -- curl -k / --insecure / wget --no-check-certificate -- had no token in any sweep, and .NET modern spelling is HttpClientHandler.ServerCertificateCustomValidationCallback, which the older ServerCertificateValidationCallback literal does not match; DangerousAcceptAnyServerCertificateValidator and Python ssl.CERT_NONE were likewise absent. Added, with the curl form written as curl[^\n]*\s-[a-zA-Z]*k[a-zA-Z]*(\s|$) and verified to match curl -k, -ks and -sSk while not matching curl --key or kubectl -k. Hostile 6 -> 10 hits, clean 0. Separately, urllib3.disable_warnings (a Minor left open since round 3) appeared in no sweep at all despite the prose telling the auditor to grep for it; it now has its own rg line, deliberately NOT folded into the switch alternation above it, because every member of that alternation inherits a blanket Critical and the prose is explicit that disable_warnings is not a certificate-validation finding at any severity. The prose was updated to point at that line rather than to say "grep for it"
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 6, class 3 on the password/KDF sweeps, and the sharpest instance in the lens: the digest sweep was scoped with -g "*pass*" -g "*auth*" -g "*user*", and ripgrep globs are case-sensitive, so it did not match PasswordService.java or UserAuth.cs -- the two file names the sweep exists to find. Measured as a zero-hit sweep on a hostile tree containing MessageDigest.getInstance("MD5") in PasswordService.java and MD5.Create() in UserAuth.cs. Replaced -g with --iglob (verified to exist and to be case-insensitive on ripgrep 14.1.1), added *login* and *credential*, and added -i plus createHash(, MessageDigest.getInstance(, MD5.Create(, SHA1.Create(, Digest::MD5/SHA1 to the pattern, because md5( sha1( sha256( are the Python and PHP spellings only. The three bare digest calls are \b-anchored because -i otherwise makes sha256\( a substring of the correct new HMACSHA256(key) -- caught on the clean tree and fixed before shipping. Hostile 0 -> 2, clean 1 -> 0. The KDF sweep also gained -i (.NET Rfc2898DeriveBytes.Pbkdf2, PHP PASSWORD_ARGON2ID, C# BCrypt.Net all failed a lowercase-only match) and password_verify(
crypto-and-key-management#Checklist-0	crypto-and-key-management#Checklist-0	corrected	round 6, class 3 on the randomness sweep. rand\(\) matched the zero-argument form only, so Ruby rand(1_000_000) and PHP rand(1, 99) both read clean -- measured on Ruby and PHP fixtures. Replaced with \brand\(, which still excludes mt_rand( because the underscore is a word character. random.choice( and ThreadLocalRandom are named in Checklist item 13 own generator list and were in no grep; added, with random.randrange( and random.sample( and PHP array_rand(. Hostile 2 -> 6 hits. The one clean-tree hit is Math.random() used for UI jitter, which the lens explicitly states is not a finding
