source	destination	disposition	evidence
SKILL.md#L73	attack-chaining#Scope	corrected	"MITRE ATT&CK - attacker tactics, useful for chaining analysis" made concrete: technique identifiers per step or the annotation is not written; placement reuses threat-modeling's leading-tag shape; mapping table cited there and deliberately not duplicated
docs/design/2026-07-26-red-team-audit-oss-design.md#L298	attack-chaining#Scope	moved	pipeline step 6 "chain elevation ... with the chain written out step by step" discharged as the host-record mechanism plus the ordered component_finding_ids and the numbered report line
docs/design/2026-07-26-red-team-audit-oss-design.md#L172	attack-chaining#Severity-calibration	preserved	the reason severity_floor never suppresses pre-triage - a Low that would participate in a chain must survive to be seen here - restated where it is used
skills/last-aperture/lenses/threat-modeling.md#L579	attack-chaining#Scope	moved	that lens's boundary paragraph ("never pre-elevate a severity on the strength of a chain you constructed here") given its reciprocal: chain elevation happens here and only here, and a pivot record covering part of the path is a component rather than a duplicate
docs/design/2026-07-26-red-team-audit-oss-design.md#L326-L330	completeness#Scope	moved	Phase 6 "loops rather than running once ... ends when a round surfaces nothing new - not after a fixed number of passes" carried verbatim in substance, with the fixed-point definition made mechanical
docs/design/2026-07-26-red-team-audit-oss-design.md#L328	completeness#Scope	moved	the three named output classes (a lens that should have activated and did not, an entry point with no findings and no explanation, a data store nobody looked at) become gap classes 1-3; classes 4-7 added
docs/design/2026-07-26-red-team-audit-oss-design.md#L330	completeness#Scope	corrected	"whatever the loop cannot resolve is written into Coverage as a stated gap, never as silence" made enforceable by three distinguishable terminal states - converged, budget-exhausted, unmeasured - so a truncated or unmeasured run cannot print as a complete one
docs/design/2026-07-26-red-team-audit-oss-design.md#L209	completeness#Scope	moved	"only the completeness lens would notice" a lens quietly reporting a slug with no inbound defers reference is discharged as gap class 7 plus proof recipe K5; the slug count is deliberately not restated, since a hand-written count is a defect
docs/design/2026-07-26-red-team-audit-oss-design.md#L322-L324	completeness#Severity-calibration	moved	the mandatory Coverage block contents and "if 60% of the repository was examined, the report says 60%" become gap class 6, which blocks the report rather than carrying a severity number
docs/design/2026-07-26-red-team-audit-oss-design.md#L149	attack-chaining#Scope	preserved	triage shape (runs_in triage, empty activates_on, owns []) stated in the body as the reason a record with lens attack-chaining is malformed and the chain must ride a host record; frontmatter not edited
docs/design/2026-07-26-red-team-audit-oss-design.md#L151	completeness#Scope	corrected	"owning no slugs is correct for triage lenses" made operational: originated records carry topic == the lens's own name, which is a stated exception to schema invariant 2 and is REPORTED to the contract owner rather than resolved in these bodies
skills/last-aperture/lenses/_harness.md#Component-index	attack-chaining#Proof-recipes	moved	every component named by name where it applies to a composition test, and the three with no role stated plainly; no component demonstrates a composition, which is recorded rather than papered over
skills/last-aperture/lenses/_harness.md#Component-index	business-logic#Proof-recipes	moved	components named where they apply; concurrency and the numeric boundary corpus stated as covered by no component, with the harness's own one-citing-lens rule given as the reason not to add sections
skills/last-aperture/lenses/_harness.md#Component-index	completeness#Proof-recipes	moved	only the registry-driven enumerator applies directly, as the source of every denominator; the detector-pair runner applies as a discipline; the remaining six stated as having no role
docs/design/2026-07-26-red-team-audit-oss-design.md#L161-L166	attack-chaining#Scope	corrected	the fixed body skeleton is followed minus Checklist: these lenses carry no code-search instructions, and the detector rule exempts a lens with no Checklist section, so no Checklist and no detector blocks were invented to look complete
docs/design/2026-07-26-red-team-audit-oss-design.md#L161-L166	business-logic#Scope	corrected	same skeleton decision for this lens: Scope with an explicit does-not-own, Severity calibration, Known false positives, Proof recipes; Checklist deliberately absent
docs/design/2026-07-26-red-team-audit-oss-design.md#L161-L166	completeness#Scope	corrected	same skeleton decision for this lens; its measurements live in Proof recipes because they are measurements of the run, not code searches
