source	destination	disposition	evidence
docs/design/2026-07-26-recon-punch-list.md#L1642-L1647	_harness.md#Registry-driven-enumerator	moved	Section 5.2's registry list, anchored-allowlist rule with the /publications/secret self-test, and committed-count assertion became the enumerator; a committed count of zero is now rejected outright so the check cannot be satisfied by committing the broken state
docs/design/2026-07-26-recon-punch-list.md#L1644	_harness.md#Registry-driven-enumerator	corrected	Pydantic field enumeration was written as PatientModel.__fields__; corrected to model_fields for v2, because a harness reading only __fields__ enumerates nothing on a v2 model and that is a zero-row pass
docs/plans/2026-07-26-phase-a-lens-registry.md#L1600	_harness.md#Registry-driven-enumerator	corrected	The plan names this component the route-table enumerator; all eight citing lens bodies name it the registry-driven enumerator, so the section is titled from the lenses - the lens text is the citation that has to resolve, and no lens body was edited
docs/design/2026-07-26-recon-punch-list.md#L1655-L1660	_harness.md#Socket-layer-destination-recorder	moved	Section 5.4's install-the-guard-first rule, allowlist-subset assertion and DNS-rebinding case became the recorder, with resolutions recorded separately from connections so the rebinding assertion is expressible at all
docs/design/2026-07-26-recon-punch-list.md#L1655	_harness.md#Socket-layer-destination-recorder	corrected	Hooking getaddrinfo alone is blind to a literal-IP destination, which is exactly the bypass corpus the recipe exists for (169.254.169.254, 2130706433, [::1]); the connect path is now hooked as well, with connect_ex and UDP sendto named as remaining blind spots
docs/design/2026-07-26-recon-punch-list.md#L1635-L1641	_harness.md#Two-subject-fixture	moved	Section 5.1's orgA/orgB shape, the both-halves assertion, the client-supplied-identity and no-tenant variants and the Apex runAs plus isSet sharpenings became the two-subject fixture; include-a-record-B-owns and order-independence added, since a refuse-everything handler otherwise passes the whole sweep
docs/design/2026-07-26-recon-punch-list.md#L1651	_harness.md#Capturing-log-handler	moved	The attach-to-the-real-logger-not-a-mock rule became its own component because three lenses cite it by name; keeping both the rendered line and the raw record added, since a scrubber that redacts the message and leaves the value in a structured field is otherwise invisible
docs/design/2026-07-26-recon-punch-list.md#L1711-L1716	_harness.md#Clock-control	moved	Section 5.14's two-rows-per-rule pattern, invoke-the-purge-explicitly rule and both-directions assertion became clock control
docs/design/2026-07-26-recon-punch-list.md#L1713	_harness.md#Clock-control	corrected	Freezing the process clock does not move the database's clock, so a server-side NOW() purge predicate is unaffected by freezegun or a fake Date; back-dating the rows or injecting the cutoff added as the two honest options, plus the monotonic-clock caveat that decides a TTL test
docs/design/2026-07-26-recon-punch-list.md#L1701-L1705	_harness.md#Counting-fake-provider-client	moved	Section 5.12's counting-spy discipline became one component; llm-and-ai's counting fake provider client and web-and-api's counting fake client are the same shape, so the section carries the alias and both citations resolve with neither lens edited
docs/design/2026-07-26-recon-punch-list.md#L1695-L1700	_harness.md#Detector-and-fixture-pair-runner	moved	Section 5.11's render-the-artifact rule, one-vulnerable-one-clean fixture pair and previous-revision check became the runner; iterate-resources-not-files, the absence-rule extra assertion and the non-empty-rule-set assertion added from the cloud-and-iac and threat-modeling recipes that depend on them
docs/design/2026-07-26-recon-punch-list.md#L1729	_harness.md#Local-log-and-artifact-collector	moved	Rewrite item 3 - keep the derived-encoding grep, point it at locally produced logs and a local artifact directory, never the provider's API - became the collector; collected-zero-bytes and truncated-buffer self-checks added because both produce a clean sweep for the wrong reason
docs/design/2026-07-26-red-team-audit-oss-design.md#L224-L268	_schema.md	moved	Spec section 4.4's three field tables transcribed as Stage 1 fan-out, Stage 2 triage and Stage 3 proof, with accumulate-never-overwrite stated as the file's governing property
docs/design/2026-07-26-red-team-audit-oss-design.md#L234	_schema.md#candidate_id	preserved	Stability across dedup, merge and re-runs kept as a requirement and given a mechanism: content-addressed over topic, normalised primary location and normalised title, with a fan-out sequence number explicitly ruled out
docs/design/2026-07-26-red-team-audit-oss-design.md#L236	_schema.md#topic	preserved	Required, because topic ownership is the deduplication boundary and a finding without its slug cannot be deduplicated by the mechanism the registry exists to provide; no default and no inference from the title
docs/design/2026-07-26-red-team-audit-oss-design.md#L238	_schema.md#claimed_impact_severity	preserved	Never overwritten, with the deadlock it resolves stated and the queue-order consequence retained: the proof queue is built from the claimed value, never the effective one
docs/design/2026-07-26-red-team-audit-oss-design.md#L255	_schema.md#drop_reason	preserved	Required when dropped, because a drop with no reason is indistinguishable from a loss; write-the-discriminator-not-the-verdict guidance added
docs/design/2026-07-26-red-team-audit-oss-design.md#L378-L387	_schema.md	moved	The five-condition proof oracle transcribed, since verification_status cannot be assigned from an exit code; the observation that condition 3 is the one most often skipped added, tied to the harness self-check rule
docs/design/2026-07-26-red-team-audit-oss-design.md#L388-L401	_schema.md	preserved	Five verification states kept with meanings and reporting consequences, and the argument for five restated: a test failing at import is not a confirmed finding, a test passing without reaching the vulnerable line is not a disproof, DISPROVED requires a validated oracle or a falsified code premise, and everything else collapses into INCONCLUSIVE
docs/design/2026-07-26-red-team-audit-oss-design.md#L254	_schema.md#triage_disposition	corrected	The contract records merged with no pointer to the surviving record; recorded in place as a known thinness with the identify-by-topic-plus-location workaround, and flagged as a Phase B field decision rather than improvised into a new field here
docs/design/2026-07-26-red-team-audit-oss-design.md#L561	_schema.md#Invariants	moved	Success criterion 5's contract-violation-not-a-judgement-call rule became numbered invariants 7, 8 and 10, so every shipped Critical or High carries CONFIRMED with T1 or T2 evidence arithmetically rather than by exhortation
