source	destination	disposition	evidence
references/privacy-and-compliance.md#L74	privacy-and-data-protection#Checklist-10	corrected	personal data in URLs kept, but scoped to directly identifying or sensitive content; enumerable identifiers route to authz-object-level and log mechanics to application-log-and-url-content, both in web-and-api
references/privacy-and-compliance.md#L79-L93	privacy-and-data-protection#Checklist-16	corrected	CCPA content pinned to Cal. Civ. Code Sec. 1798.120 and Sec. 1798.135(b), with the opt-out preference signal obligation cited to CCPA Regulations Sec. 7025 rather than left as "must be honored"
references/privacy-and-compliance.md#L88	privacy-and-data-protection#Checklist-1	corrected	sensitive personal information cited to Sec. 1798.140 and Sec. 1798.121, with the precise-geolocation radius carried as a calibration note rather than as a false-positive rule
references/privacy-and-compliance.md#L95-L107	privacy-and-data-protection#Checklist-12	corrected	PCI audit list mapped to v4.0.1 requirement numbers: 3.3.1 for SAD, 3.4.1 masking, 3.5.1 and 3.5.1.1 keyed hash, 10.5.1 retention, 12.5.2 scope confirmation
references/privacy-and-compliance.md#L104	privacy-and-data-protection#Checklist-12	corrected	punch list item 25: "card numbers in transit unencrypted" split into Req 4.2.1 open public networks and Req 4.2.2 end-user messaging, with the inadvertent-logging case moved under storage where Reqs 3.3 and 3.5 apply
references/privacy-and-compliance.md#L109-L113	privacy-and-data-protection#Checklist-13	corrected	punch list item 23: "minimal PCI scope (SAQ A or SAQ A-EP)" removed. SAQ A-EP is the largest e-commerce SAQ, and which SAQ applies is not derivable from a repository at all, so the lens audits the code-visible anchors instead
references/privacy-and-compliance.md#L109-L113	privacy-and-data-protection#Checklist-13	corrected	the Magecart question the source gestured at is now named: PCI DSS v4.0.1 Reqs 6.4.3 script inventory, authorization and integrity, and 11.6.1 header and payment-page change detection, both mandatory since 31 March 2025
references/privacy-and-compliance.md#L115-L117	privacy-and-data-protection#Scope	moved	webhook signature verification deferred to webhook-handler-integrity in web-and-api; the PAN-in-webhook-body half stays here under Checklist 12
references/privacy-and-compliance.md#L119-L124	privacy-and-data-protection#Checklist-1	corrected	PII inventory grounded on Art 30 records of processing with the Art 30(5) derogation stated, so "we do not know what we have" is a citable finding rather than an observation
references/privacy-and-compliance.md#L126-L130	privacy-and-data-protection#Scope	moved	mobile SDK, PrivacyInfo.xcprivacy and Play Data Safety content deferred to privacy-manifest-and-store-declarations and in-app-consent-mechanisms in mobile-app-security; the framework identifiers stay so a web reviewer can route the artifact
references/privacy-and-compliance.md#L132-L137	privacy-and-data-protection#Checklist-15	corrected	COPPA brought current: the FTC amended the Rule in 2025 adding separate consent for third-party disclosure, a written security program, a published retention policy and biometric identifiers; the compliance date is flagged for verification rather than asserted
references/privacy-and-compliance.md#L133	privacy-and-data-protection#Checklist-15	corrected	the EU age is cited to Art 8(1) with the member-state floor of 13 and the Art 8(2) verification duty; the UK Age Appropriate Design Code added because it reaches under-18s, a wider population than either threshold in the source
references/privacy-and-compliance.md#L137	privacy-and-data-protection#Checklist-15	preserved	the "actually blocked or just a flag set" question is preserved as the age-gate detector pair
references/privacy-and-compliance.md#L139-L142	privacy-and-data-protection#Checklist-5	corrected	punch list item 21: legitimate interest cannot cure Art 5(3) access, so the "may need legitimate interest justification" advice is removed; ITP and ETP relabelled as platform countermeasures and explicitly not as regulation
references/privacy-and-compliance.md#L144-L147	privacy-and-data-protection#Checklist-3	corrected	analytics content re-filed under Art 5(3); the session-replay claim that inputs are captured by default is corrected to the current vendor defaults and moved into Known false positives 4 with the narrower surviving findings
references/privacy-and-compliance.md#L149-L153	privacy-and-data-protection#Checklist-4	corrected	cookie-banner guidance re-cited to Art 4(11) and Art 7(3) for the refusal-parity rule; the per-cookie table replaces the banner as the unit of analysis, and the consent-state cookie is named as exempt
references/privacy-and-compliance.md#L155-L167	privacy-and-data-protection#Severity-calibration	corrected	severity list rebuilt as a table carrying instrument, mandate strength and the concrete artifact that establishes each High and Critical; every corrected claim is restated at its point of use so the table cannot contradict the checklist
references/privacy-and-compliance.md#L165	privacy-and-data-protection#Severity-calibration	corrected	"No DPA / BAA with processor: High (compliance, not security)" re-cut as the unenumerated destination at High under Art 30, since the contract itself is not visible in a repository
docs/design/2026-07-26-recon-punch-list.md#L103	privacy-and-data-protection#Scope	corrected	punch list item 20 applied in full: an explicit ePrivacy terminal-equipment subsection, plus eprivacy-directive and edpb-guidelines-02-2023 as body citation-set identifiers
docs/design/2026-07-26-recon-punch-list.md#L1575-L1583	privacy-and-data-protection#Known-false-positives	preserved	all six privacy seed entries carried over, each rewritten to name the surviving narrower finding explicitly
docs/design/2026-07-26-recon-punch-list.md#L1575	privacy-and-data-protection#Known-false-positives-1	corrected	seed 1 said a purge inside the Art 12(3) one-month window is the compliance test; erasure itself is governed by Art 17(1) without undue delay and Art 12(3) governs the response, so the test is restated to avoid manufacturing a deadline the Regulation does not set for the purge
docs/design/2026-07-26-recon-punch-list.md#L1579	privacy-and-data-protection#Known-false-positives-5	corrected	seed 5 lists /.well-known/gpc.json as one of three surfaces the user signal arrives on; it is the site declaration that it honours GPC, so the genuine half-fix is restated as a server that reads the header while the tag loader never consults navigator.globalPrivacyControl
docs/design/2026-07-26-recon-punch-list.md#L1621-L1623	privacy-and-data-protection#Known-false-positives	preserved	the three privacy rejected candidates carried into the trailing Rejected candidates list with their reasons; eight further rejections added, each naming what it would have suppressed
docs/design/2026-07-26-recon-punch-list.md#L1621	privacy-and-data-protection#Checklist-10	corrected	the punch list assigns this content to a pii-in-urls slug. No such slug exists in this lens frontmatter owns or in _topics.md, so the content is migrated under pii-inventory-and-data-map and the missing slug is reported rather than created
docs/design/2026-07-26-recon-punch-list.md#L1642-L1647	privacy-and-data-protection#Proof-recipes	moved	recipe 5.2 registry-driven enumeration folded into P1, P3 and P4 as the shared enumerator, with the anchored-allowlist and asserted-row-count details preserved
docs/design/2026-07-26-recon-punch-list.md#L1648-L1654	privacy-and-data-protection#Proof-recipes	moved	recipe 5.3 canary sweep becomes P1, with the derived-encoding list and the field-registry regression multiplier preserved
docs/design/2026-07-26-recon-punch-list.md#L1655-L1660	privacy-and-data-protection#Proof-recipes	moved	recipe 5.4 destination-set assertion becomes P3, scoped to the processor register and the transfer route
docs/design/2026-07-26-recon-punch-list.md#L1711-L1716	privacy-and-data-protection#Proof-recipes	moved	recipe 5.14 becomes P4: explicit purge invocation, both-sided retention window, the Art 17(3) legal-hold survivor, append-only consent grants, and the SQLite caveat reported as UNPROVEN rather than dropped
docs/design/2026-07-26-recon-punch-list.md#L1736	privacy-and-data-protection#Proof-recipes	corrected	the rails defect in the privacy browser recipe is fixed: route.continue() actually sends the tracker beacons, so P2 records and aborts every non-first-party request, demonstrated as a detector pair
docs/design/2026-07-26-recon-punch-list.md#L1721	privacy-and-data-protection#Proof-recipes	preserved	the T2 honesty note preserved: the pre-consent and client-side GPC proofs need a browser, and the server-side fallback covers only the header-only implementation
docs/design/2026-07-26-recon-punch-list.md#L1751	privacy-and-data-protection#Proof-recipes	preserved	the "legal and regulatory determinations" gap list preserved verbatim in substance as the Not-provable-here block
docs/plans/2026-07-26-phase-a-lens-registry.md#L1538	privacy-and-data-protection#Scope	intentionally_removed	the task mapping cites punch list section 1 item 16 for this lens; item 16 is bcrypt pre-hashing in crypto-deep-dive.md and belongs to crypto-and-key-management. There is no privacy content to migrate from it. The privacy items in section 1 are 20 through 25 and all six are applied
references/privacy-and-compliance.md#L72	privacy-and-data-protection#Scope	corrected	fix round: can-spam added to the body citation-set table, which states that nothing outside it may be cited as an obligation while CAN-SPAM was cited twice in the body with no entry. The Act is labelled Statute and 16 CFR Part 316 Rule, separately. NOTE: the frontmatter frameworks list still lacks the can-spam identifier and frontmatter was out of this task edit scope; the controller must add it, together with the edpb-guidelines to edpb-guidelines-02-2023 version bump the body table already uses
references/privacy-and-compliance.md#L72	privacy-and-data-protection#Severity-calibration	corrected	fix round: the List-Unsubscribe row previously pointed the legal finding at bare CAN-SPAM with no provision or label; it now carries 15 U.S.C. 7704(a)(4)(A) as a Statute for the deadline and 16 CFR Part 316 as a Rule for the mechanics, matching Checklist 16
references/privacy-and-compliance.md#L95-L107	privacy-and-data-protection#Checklist-12	corrected	fix round: Req 3.4.1 restated in v4.0.1 language. The display maximum is the BIN and last four, not the retired v3.2.1 first six and last four, so an eight-digit IIN under ISO/IEC 7812 is not a finding on digit count. The business-need clause is un-inverted: justification is required to see MORE than the BIN and last four, not for those digits themselves. Display and storage are split, with storage routed to the Requirement 3 account-data table rather than to 3.4.1
references/privacy-and-compliance.md#L95-L107	privacy-and-data-protection#Known-false-positives-3	corrected	fix round: the same 3.4.1 correction applied at its second point of use, where the false-positive entry had attributed storage permission for last four, brand and expiry to a display requirement. Storage of expiration date and cardholder name is now attributed to the Requirement 3 account-data table
references/privacy-and-compliance.md#L144-L147	privacy-and-data-protection#Known-false-positives-4	corrected	fix round: the blanket claim that session-replay SDKs mask input by default is replaced by per-vendor defaults, because it was false in the suppressing direction for two of the seven SDKs named. hotjar, clarity.ms and @sentry/replay mask or suppress by default; rrweb and logrocket record input by default, so for those the finding is the ABSENCE of maskAllInputs true and of dom.inputSanitizer true. maskAllInputs false is withdrawn as a surviving-finding literal because it is rrweb own default and appears only where typed redundantly. @fullstory/browser and smartlook defaults were not verifiable and are marked do-not-clear rather than asserted
references/privacy-and-compliance.md#L155-L167	privacy-and-data-protection#Severity-calibration	corrected	fix round, findability sweep over every High and Critical row: the children data Critical offered an ad-SDK child-directed-treatment call and a store-listing target-age declaration as artifacts without naming any symbol or file. Both are now named - setTagForChildDirectedTreatment, tagForChildDirectedTreatment, TAG_FOR_CHILD_DIRECTED_TREATMENT, setTagForUnderAgeOfConsent, child_directed_treatment, and the Play Console target-audience declaration plus PrivacyInfo.xcprivacy - with the store-declaration finding itself left routed to mobile-app-security. No other High or Critical row was found conditioning on an unestablishable property
