source	destination	disposition	evidence
references/cicd-and-supply-chain.md#L29	cicd-and-supply-chain#Checklist-1	corrected	"Same for issue titles, branch names, commit messages, comment bodies" expanded into the explicit injectable set and, more importantly, the constrained set that is not an injection source, so the check discriminates instead of firing on every ${{ }}
references/cicd-and-supply-chain.md#L31-L36	cicd-and-supply-chain#Checklist-1	preserved	the env:-then-quoted-variable fix retained verbatim in shape, plus the two consequences it implies (a secret under env: is never itself the exposure; ${{ }} in an if: is not shell injection)
docs/design/2026-07-26-recon-punch-list.md#L1541	cicd-and-supply-chain#Checklist-1	moved	punch list section 4 cicd entry 2: the safe-context list moved into item 1d as checklist text, since a suppression list is what an auditor reads when deciding not to file
(new)	cicd-and-supply-chain#Checklist-1	corrected	missing coverage added: $GITHUB_ENV, $GITHUB_OUTPUT and $GITHUB_PATH injection, including the heredoc-delimiter escape and the command-substitution form that carries no ${{ }} on the line, plus ACTIONS_ALLOW_UNSECURE_COMMANDS (deprecated 2020, CVE-2020-15228) as a grep-by-name finding
(new)	cicd-and-supply-chain#Checklist-1	corrected	missing coverage added: the workflow_run trigger class as its own subsection - artifact poisoning via a download in a privileged job, interpolation of head_branch/head_commit.message/head_repository/display_title, and checkout of head_sha
(new)	cicd-and-supply-chain#Checklist-1	corrected	missing coverage added: the issue_comment/issues/discussion_comment ChatOps class, with the author gate stated correctly (author_association or an API permission lookup, not github.actor, not a hand-written name list) and grepped for by absence
(new)	cicd-and-supply-chain#Checklist-1	corrected	provider parity added for the same mechanism: GitLab $CI_MERGE_REQUEST_TITLE and $CI_MERGE_REQUEST_SOURCE_BRANCH_NAME in script:, and Jenkins Groovy interpolation into sh "..." versus sh '...'
references/cicd-and-supply-chain.md#L20-L21	cicd-and-supply-chain#Checklist-2	corrected	self-hosted runner on a public repo: the label alone is not the finding. Now requires the label plus one established fact (not ephemeral, holds cloud credentials, Docker socket, shared toolcache) with visibility and ephemerality moved to the undeterminable list
references/cicd-and-supply-chain.md#L20-L21	cicd-and-supply-chain#Severity-regraded	corrected	row 2 of the re-graded table: Critical for a persistent fork-reachable runner, Medium for a documented ephemeral or JIT runner, Medium plus written assumptions where neither fact is available
references/cicd-and-supply-chain.md#L50-L51	cicd-and-supply-chain#Checklist-2	corrected	punch list section 4 rejected candidate: curl | sh kept as a checklist line with the four discriminators (URL points at latest/main, no checksum or signature, secrets in the environment during the fetch, no set -o pipefail) rather than as a false-positive entry that would teach a reader to skip the unpinned case
references/cicd-and-supply-chain.md#L54	cicd-and-supply-chain#Checklist-2	preserved	host Docker socket mount retained and extended: docker:dind with privileged: true, container options:, runner volumes:, and a daemonless builder as the alternative to name
references/cicd-and-supply-chain.md#L152	cicd-and-supply-chain#Checklist-2	preserved	image tag immutability, restated as the pipeline-side question of digest pinning for container: and services: images; registry-side immutability is cloud-and-iac
(new)	cicd-and-supply-chain#Checklist-2	corrected	missing coverage added: cache poisoning. Graded on restore-key composition (repository-controlled inputs versus branch names, PR titles and restore-keys prefix fallback) and on what the restored content is - node_modules and toolchain directories are executed later. Cross-branch reachability is explicitly refused as a workflow-file inference and routed to the undeterminable list, because cache scoping is provider behaviour
(new)	cicd-and-supply-chain#Checklist-2	corrected	runner filesystem residue on a persistent runner (/usr/local/bin, ~/.ssh, ~/.docker) added as a distinct finding
references/cicd-and-supply-chain.md#L43-L44	cicd-and-supply-chain#Checklist-3	preserved	masking is best-effort and exact-string; base64 and other transforms break it. Extended with xxd, JSON, URL-encoding, jq, tr and line-splitting, and made the highest-yield grep in the item
references/cicd-and-supply-chain.md#L45	cicd-and-supply-chain#Checklist-3	corrected	"secrets in artifact names, environment variable names, job outputs" made checkable: the structural assertion is over artifact and cache paths (no **/.git/config, **/.npmrc, **/.docker/config.json, **/*.pem, **/*.key, .env)
references/cicd-and-supply-chain.md#L46	cicd-and-supply-chain#Checklist-3	preserved	secrets written to the workspace persist across steps and are reachable by later steps; extended with the artifact-upload interaction and an unconditional cleanup step
references/cicd-and-supply-chain.md#L47	cicd-and-supply-chain#Checklist-3	preserved	set -x in a script handling secrets, with the reason stated (it prints every expanded command) and a detector pair over scripts/deploy.sh
references/cicd-and-supply-chain.md#L48	cicd-and-supply-chain#Checklist-3	preserved	cached ~/.npmrc, ~/.docker/config.json and .env retained; extended with ~/.gradle/gradle.properties, ~/.m2/settings.xml, ~/.aws, ~/.config/gh, and the durability point that a cached credential outlives the run
references/cicd-and-supply-chain.md#L131	cicd-and-supply-chain#Checklist-3	corrected	GITHUB_TOKEN scope discussion split: the workflow-visible half is persist-credentials and secrets: inherit; the org default is in the undeterminable list
references/cicd-and-supply-chain.md#L137-L138	cicd-and-supply-chain#Checklist-3	corrected	GitLab Protected and Masked variable flags retained, with the correction that masking imposes value constraints a non-conforming secret silently fails (a multi-line PEM is not masked) and that both flags are project settings, so they are reported as questions
references/cicd-and-supply-chain.md#L139	cicd-and-supply-chain#Checklist-3	preserved	group-level versus project-level variable scope, restated as CI_JOB_TOKEN cross-project access being a project setting
references/cicd-and-supply-chain.md#L154	cicd-and-supply-chain#Checklist-3	preserved	pull-through cache credentials retained as a cached-credential-file case
references/cicd-and-supply-chain.md#L162	cicd-and-supply-chain#Checklist-3	corrected	punch list item 37: .gitattributes has no role in excluding files from a commit - it controls eol normalization, diff and merge drivers, filters and export-ignore. Only .gitignore, .git/info/exclude and core.excludesFile affect staging. The lens now forbids accepting a .gitignore entry as evidence and requires a full-history audit (git log --all --full-history) plus a history-wide secret scan
references/cicd-and-supply-chain.md#L163	cicd-and-supply-chain#Checklist-3	preserved	pre-commit secret-scanning hooks are bypassable with --no-verify and must be paired with a pipeline-side or server-side scan; the named tools are kept generic
(new)	cicd-and-supply-chain#Checklist-3	corrected	secrets: inherit added as an over-provisioning finding on reusable-workflow calls, with a detector pair
references/cicd-and-supply-chain.md#L133	cicd-and-supply-chain#Checklist-4	corrected	"OIDC for cloud auth instead of long-lived secrets" made findable: the credential-configuring step and the absence of id-token: write are both in the workflow file. The cloud-side trust policy is explicitly routed to cloud-and-iac cloud-oidc-trust-policy
(new)	cicd-and-supply-chain#Checklist-4	corrected	id-token: write declared at workflow level in a file that also builds untrusted content added as a distinct finding, with a detector pair over job-level versus workflow-level permissions
references/cicd-and-supply-chain.md#L186	cicd-and-supply-chain#Severity-table	preserved	"Long-lived cloud credentials instead of OIDC: Medium to High" preserved and sharpened with the artifact that decides between the two (does the job deploy or mutate infrastructure)
references/cicd-and-supply-chain.md#L38-L40	cicd-and-supply-chain#Checklist-5	preserved	@main and @v1 are mutable, a full SHA is the only immutable form; carried with the trailing "# v4.1.1" comment trap named explicitly
references/cicd-and-supply-chain.md#L41	cicd-and-supply-chain#Checklist-5	corrected	"marketplace actions from non-verified publishers without review" became a calibration ladder (first-party on a major tag < single-maintainer on @main < either in a job holding a publish token) rather than an unconditional finding
docs/design/2026-07-26-recon-punch-list.md#L1543	cicd-and-supply-chain#Checklist-5	corrected	punch list section 4 cicd entry 4 said local ./ actions need no pin because they inherit branch protection. Carve-out added: a local ./ reference in a job whose workspace holds untrusted content resolves the action out of the PR tree and is a Critical. Same-org cross-repository refs are also not exempt
references/cicd-and-supply-chain.md#L140	cicd-and-supply-chain#Checklist-5	preserved	GitLab image: digest pinning retained alongside include: remote: (unpinnable, prefer include: project: with ref:)
references/cicd-and-supply-chain.md#L101	cicd-and-supply-chain#Checklist-5	preserved	Jenkins @Library on a branch versus a SHA; CircleCI orb @volatile and dev: tags added
(new)	cicd-and-supply-chain#Checklist-5	corrected	mutable references inside an otherwise-pinned action added (a tag in the action own action.yml, a docker://image:latest, a network fetch in its script), and the explicit statement that a 40-hex pin proves immutability and not benignity
references/cicd-and-supply-chain.md#L102	cicd-and-supply-chain#Checklist-6	preserved	ranged direct dependencies with no committed lockfile
references/cicd-and-supply-chain.md#L103	cicd-and-supply-chain#Checklist-6	corrected	"CI uses npm install instead of npm ci" generalized: npm ci is one frozen-install verb among yarn --immutable, pnpm --frozen-lockfile, uv sync --frozen, bundle --deployment, cargo --locked and dotnet restore --locked-mode. Flagging no npm ci in a pnpm or cargo repository is a pure false positive
references/cicd-and-supply-chain.md#L104	cicd-and-supply-chain#Checklist-6	preserved	monorepo lockfiles out of sync with the workspace root
docs/design/2026-07-26-recon-punch-list.md#L1544	cicd-and-supply-chain#Checklist-6	corrected	punch list section 4 cicd entry 5 named GONOSUMDB/GONOSUMCHECK as Go bypasses. GONOSUMCHECK is a pre-modules name and the Go toolchain is not installed in this environment, so rather than assert a variable that may not exist the lens instructs the auditor to grep the GOFLAGS/GOPROXY/GOSUMDB/GOPRIVATE/GONOPROXY/GOINSECURE family and read the value, naming only GOSUMDB=off and GOFLAGS=-mod=mod as confirmed bypasses
(new)	cicd-and-supply-chain#Checklist-6	corrected	hash-pinning inventory added by ecosystem: pip --require-hashes and --only-binary :all:, gradle/verification-metadata.xml, NuGet packages.lock.json with locked-mode restore, lockfile integrity fields, Cargo.lock checksums
(new)	cicd-and-supply-chain#Checklist-6	corrected	a Dockerfile that copies the manifest but not the lockfile before installing added, with a detector pair - the pins exist in the repository and the build ignores them
references/cicd-and-supply-chain.md#L106-L107	cicd-and-supply-chain#Checklist-7	preserved	dependency-confusion mechanism and the 2021 public reports
references/cicd-and-supply-chain.md#L108	cicd-and-supply-chain#Checklist-7	corrected	punch list section 1 item 6 row 2: .pip.conf is not a real filename. Replaced with pip.conf and pip.ini, PIP_INDEX_URL and PIP_EXTRA_INDEX_URL, [[tool.uv.index]] with explicit = true and index-strategy, and [[tool.poetry.source]] with priority = explicit. The literal survives once, in the sentence saying it does not exist
references/cicd-and-supply-chain.md#L108	cicd-and-supply-chain#Checklist-7	corrected	the load-bearing pip semantic added, absent from the source: pip does not prioritise --index-url over --extra-index-url, it picks the best version across every configured index, which is why a public index with a higher version of an internal name wins
references/cicd-and-supply-chain.md#L109	cicd-and-supply-chain#Checklist-7	preserved	@scope/ binding for internal npm packages; without a scope an internal name is squattable
references/cicd-and-supply-chain.md#L110	cicd-and-supply-chain#Checklist-7	corrected	de-branding checklist item 14: "mixed registry configurations across team - one developer machine builds differently than CI" presumes visibility into laptops. Rewritten as the repo-observable finding: registry configuration lives only in user-level files rather than a committed, CI-enforced one, so the repository cannot show which is authoritative
references/cicd-and-supply-chain.md#L108	cicd-and-supply-chain#Checklist-7	preserved	Maven settings.xml scoping retained, with mirrorOf * as the tight configuration and a POM repositories block beside an internal repo as the loose one
references/cicd-and-supply-chain.md#L172	cicd-and-supply-chain#Checklist-7	corrected	the 2022 machine-learning nightly-build dependency confusion kept as a dated illustration with the vendor name removed and the lesson stated as explicit index priority
references/cicd-and-supply-chain.md#L112-L114	cicd-and-supply-chain#Checklist-8	preserved	typosquatting and slopsquatting definitions, including hallucinated package names being registered by attackers
references/cicd-and-supply-chain.md#L115	cicd-and-supply-chain#Checklist-8	corrected	punch list item 37: "audit by checking install commands against actual registry packages" is logically inverted - a typosquat is a real published package, so an existence check passes and the auditor reports clean. Replaced with a two-pass method: a repository-local pass (names installed imperatively but absent from the manifest and lockfile) and an identity comparison (repo URL, maintainer, first-publish date, version count, download volume, edit distance). The registry lookups are named as the user follow-up because they are out of rails
references/cicd-and-supply-chain.md#L52-L53	cicd-and-supply-chain#Checklist-9	preserved	npm runs lifecycle scripts for every dependency by default and pip executes setup.py; both retained with the point that a frozen-install verb changes what is installed, not whether scripts run
references/cicd-and-supply-chain.md#L117-L120	cicd-and-supply-chain#Checklist-9	preserved	--ignore-scripts in CI and wheel-only installs, extended with ignore-scripts=true in .npmrc as the more durable form and --only-binary :all: named for pip
docs/design/2026-07-26-recon-punch-list.md#L1611	cicd-and-supply-chain#Checklist-9	corrected	punch list section 4 rejected candidate: the lifecycle-script false positive was rejected as written because its clause "not a finding when the install runs in an ephemeral container with no credentials and restricted egress" is unverifiable from a workflow file. Only the checkable half survives as checklist text: check .npmrc first, and know the breakage list (native builds, generators, browser downloads) and that pnpm gates dependency scripts behind an explicit list
references/cicd-and-supply-chain.md#L183	cicd-and-supply-chain#Severity-table	preserved	"Postinstall scripts allowed for all deps: Medium" preserved, conditioned on the install sharing a job with a publish credential and on .npmrc having been read first
references/cicd-and-supply-chain.md#L71-L72	cicd-and-supply-chain#Checklist-10	corrected	SSDF PS secret-scanning and SAST questions turned into the repo-visible half: is a scanner invoked in the pipeline, and on a trigger that can block. Enablement of provider-native scanning is in the undeterminable list
references/cicd-and-supply-chain.md#L73	cicd-and-supply-chain#Checklist-14	corrected	de-branding checklist item 12: the CodeQL/Semgrep/Snyk name-drop genericized to "a scanner or a commercial equivalent"; the CI-native analyzers this lens actually needs (zizmor, actionlint, poutine, octoscan) added in item 1a instead
references/cicd-and-supply-chain.md#L74	cicd-and-supply-chain#Checklist-10	intentionally_removed	license scanning: a licensing-compliance question with no owned slug in this lens and no security finding behind it. Removed rather than reframed
references/cicd-and-supply-chain.md#L134	cicd-and-supply-chain#Checklist-10	corrected	"Dependabot enabled with security updates auto-applied" split: a committed dependabot or renovate configuration is the artifact and proves update PRs are configured; alerting and merge behaviour are not repo-visible. Auto-apply is re-graded in item 11 as a risk when no quarantine window exists
(new)	cicd-and-supply-chain#Checklist-10	corrected	two clearances refused explicitly: a scanner output list is inventory rather than analysis, and a clean advisory scan is not a clearance for items 7, 8, 9 or 11
references/cicd-and-supply-chain.md#L171	cicd-and-supply-chain#Checklist-11	corrected	punch list item 37: the ua-parser-js / coa / rc entry is dated 2021 (not 2021-2022) and package signing is removed from its defenses - a release published through a compromised maintainer account is validly signed and carries valid provenance. Replaced with a quarantine window (minimumReleaseAge, a bot cooldown, npm --before), lockfile and integrity pinning, install-time egress restriction and post-install tarball diffing; 2FA and hardware keys kept but marked not verifiable from the repository
(new)	cicd-and-supply-chain#Checklist-11	corrected	end-of-life runtimes added as the fully checkable half of this slug: setup-* action inputs, .nvmrc, .tool-versions, the go directive and pipeline image tags, with Node 16 (September 2023) and Python 3.7 (June 2023) as dated examples and an instruction to check current status rather than memorise a list
(new)	cicd-and-supply-chain#Checklist-11	corrected	method rule 5 applied: the automerge finding greps for the absence of a minimum-release-age setting in a configuration that sets automerge, because the safe value only appears when someone opted in
references/cicd-and-supply-chain.md#L56-L57	cicd-and-supply-chain#Checklist-12	preserved	artifacts published without signatures
references/cicd-and-supply-chain.md#L58	cicd-and-supply-chain#Checklist-12	corrected	punch list item 38: "Cosign/Notary signatures" - Notary here means Notary v1 / Docker Content Trust, legacy and effectively unmaintained. Replaced with Sigstore Cosign and the Notary Project Notation (Notary v2, OCI referrers), with Notary v1 named only to say do not recommend it
references/cicd-and-supply-chain.md#L59	cicd-and-supply-chain#Checklist-12	corrected	punch list item 37: the entry conflated authentication with provenance. Split into two rows - Trusted Publishers / OIDC publishing removes long-lived tokens and emits no provenance by itself, while provenance is npm publish --provenance and PEP 740 attestations (generally available November 2024)
references/cicd-and-supply-chain.md#L59	cicd-and-supply-chain#Checklist-12	corrected	method rule 5 applied twice here: npm provenance is opt-in so the lens enumerates publish steps and checks each for the flag, while the PyPI publish action defaults attestations to true, so the check is inverted to look for an explicit attestations: false or a pinned older version. A grep for attestations: true would report every correctly configured repository
references/cicd-and-supply-chain.md#L60	cicd-and-supply-chain#Checklist-12	corrected	release checksums: an unsigned checksum file is replaceable by whoever can replace the artifact, so the finding is the absence of a signature over the checksum manifest, graded Low
references/cicd-and-supply-chain.md#L80-L81	cicd-and-supply-chain#Checklist-12	corrected	SSDF PW reproducible builds and provenance attestations retained as the answer to the 3CX lesson (verify what ships, because a signature attests to the publisher) and wired to proof recipe R2
(new)	cicd-and-supply-chain#Checklist-12	corrected	cosign verify with no --certificate-identity / --certificate-identity-regexp and no --certificate-oidc-issuer added as a High: the command succeeds for any artifact the public CA ever signed, so the pipeline holds a verification step that verifies nothing. This is the wrong-clearance case inside the audited repository own tooling
(new)	cicd-and-supply-chain#Checklist-12	corrected	the emits-provenance-nobody-verifies asymmetry written as one finding with the enforcement half routed to cloud-and-iac deploy-time-signature-enforcement
references/cicd-and-supply-chain.md#L122-L123	cicd-and-supply-chain#Checklist-13	preserved	SBOM generated, stored, distributed with releases; CycloneDX and SPDX formats
(new)	cicd-and-supply-chain#Checklist-13	corrected	the SBOM finding that gets missed added: generated into the workspace, never uploaded, never attached, never attested - an SBOM no consumer can obtain. Plus manifest-derived versus artifact-derived generation
references/cicd-and-supply-chain.md#L184	cicd-and-supply-chain#Severity-table	corrected	punch list section 4 rejected candidate: "No SBOM / no provenance: Medium (compliance), Low standalone" re-graded to Low or informational for an internal-only service that ships no third-party artifact, rising where a customer or a regulation consumes it. Kept in calibration rather than becoming a false-positive entry, which would have cleared a publicly published package emitting neither
(new)	cicd-and-supply-chain#Checklist-14	corrected	pipeline-scanner-gating written from scratch: continue-on-error: true, || true, allow_failure: true, soft-fail flags, zeroed exit codes, a threshold nothing reaches, a scanner on schedule or default-branch-only, and report upload with no required check (a setting, so assumption form)
docs/design/2026-07-26-recon-punch-list.md#L1706-L1710	cicd-and-supply-chain#Checklist-14	moved	punch list recipe 5.13, whose Lenses: line names threat-modeling and web-and-api only, adapted to this lens as the scanner fail-open case: the gate consults an advisory database, policy bundle or token exchange, and a fetch-then-scan sequence with no failure path passes silently on a network error
references/cicd-and-supply-chain.md#L132	cicd-and-supply-chain#Checklist-15	corrected	"environment protection rules for prod deployment environments" split: the environment: key is the repo-visible hook and its absence is a finding, while required reviewers, wait timers and branch restrictions behind that name are settings and become questions
references/cicd-and-supply-chain.md#L158	cicd-and-supply-chain#Checklist-15	corrected	punch list-adjacent correction to the branch-protection bullet: required reviews and signed commits are not determinable from a checkout, so the lens grades the findable neighbours instead - CODEOWNERS not covering /.github/workflows/, a deploy job with no environment reference, a release workflow triggered by any pushed tag
references/cicd-and-supply-chain.md#L159	cicd-and-supply-chain#Scope	moved	"force-push to main blocked" moved to the undeterminable list; it is a protection setting with no repository artifact
references/cicd-and-supply-chain.md#L160	cicd-and-supply-chain#Known-false-positives	intentionally_removed	punch list section 4 rejected candidate: "delete branch on merge" struck from the lens entirely. A stale merged branch grants no access and is not executed, and deleting branches can destroy investigation evidence. Recorded in Rejected candidates so it is not quietly re-added
references/cicd-and-supply-chain.md#L161	cicd-and-supply-chain#Checklist-15	corrected	"signed tags for releases" reframed as the tag-gating finding: a workflow triggered by any pushed tag in a repository without tag protection is a deploy anyone with write access can start
references/cicd-and-supply-chain.md#L147-L148	cicd-and-supply-chain#Checklist-15	corrected	Jenkins folder-based authorization and non-root build agents retained as controller configuration to ask about, with the repo-visible half being what the pipeline assumes
references/cicd-and-supply-chain.md#L144-L145	cicd-and-supply-chain#Checklist-16	corrected	Jenkins anonymous read access and script approval: anonymous read exposes build logs and therefore secrets. Kept as a question about controller configuration, with the committed-webhook-trigger-token case as the repository-visible finding and a detector pair
references/cicd-and-supply-chain.md#L146	cicd-and-supply-chain#Scope	moved	"plugins kept current" moved to the undeterminable list: installed plugin versions are controller state, not a repository artifact
(new)	cicd-and-supply-chain#Checklist-16	corrected	the trust boundary stated precisely: on a hosted forge the reachable triggers are item 1 list, while workflow_dispatch and repository_dispatch need write access or a token and are therefore not unauthenticated on their own - the question for them is who holds the token
references/cicd-and-supply-chain.md#L164	cicd-and-supply-chain#Checklist-16	moved	webhook payload signing and constant-time comparison deferred: webhook-handler-integrity to web-and-api and hmac-and-constant-time-comparison to crypto-and-key-management. What stays here is whether a CI system accepts a build trigger it never authenticated
references/cicd-and-supply-chain.md#L151	cicd-and-supply-chain#Scope	moved	registry image scanning deferred to cloud-and-iac image-cve-exposure per the does-not-own list
references/cicd-and-supply-chain.md#L152-L153	cicd-and-supply-chain#Scope	moved	"image signing required for deployment" deferred to cloud-and-iac deploy-time-signature-enforcement; this lens keeps emission only, and the split is stated in the does-not-own list so the two are not double-filed
references/cicd-and-supply-chain.md#L141	cicd-and-supply-chain#Scope	moved	GitLab runner tags and access controls moved to the undeterminable list: what a tag resolves to is runner configuration
references/cicd-and-supply-chain.md#L168	cicd-and-supply-chain#Checklist-incidents	preserved	SolarWinds (2020) build-system compromise; defense restated as build-environment isolation, provenance attestation and independent rebuilds. De-branding checklist item 15 keeps publicly reported incidents with dates
references/cicd-and-supply-chain.md#L169	cicd-and-supply-chain#Checklist-incidents	preserved	Codecov (2021) bash uploader modification; defense pinning fetched scripts by hash and restricting CI egress. Also cited inline in item 2 as the illustration for download-and-execute
references/cicd-and-supply-chain.md#L170	cicd-and-supply-chain#Checklist-incidents	preserved	dependency confusion (2021); defense scoped names and explicit single-index configuration, cross-referenced to item 7
references/cicd-and-supply-chain.md#L171	cicd-and-supply-chain#Checklist-incidents	corrected	ua-parser-js / coa / rc corrected to 2021 and to account takeover, with signing explicitly refused as a defense in the incident table itself, not only in the checklist
references/cicd-and-supply-chain.md#L172	cicd-and-supply-chain#Checklist-incidents	corrected	the PyTorch nightly entry (2022) de-branded to "machine-learning framework nightly build" per the de-branding rule on consumer and product names, with the mechanism and date preserved
references/cicd-and-supply-chain.md#L173	cicd-and-supply-chain#Checklist-incidents	corrected	punch list item 36: 3CX (2023) was a trojanized third-party installer leading to build-environment compromise, shipping a validly signed application that side-loaded malicious DLLs. It was not a package-manager dependency backdoor and signed releases did not help. Defense corrected to build-environment isolation, hermetic and reproducible builds, and verifying what actually ships
references/cicd-and-supply-chain.md#L166-L167	cicd-and-supply-chain#Checklist-incidents	corrected	the section framing changed from "notable historical incidents to learn from" to an explicit rule: illustrations of one mechanism each, dated, never a current-threat inventory and never the subject of a finding
references/cicd-and-supply-chain.md#L175-L176	cicd-and-supply-chain#Severity-calibration	corrected	the section is now preceded by three rules: no unconditional High, a provider setting is not a grade, and this lens does not classify data (uplift belongs to hipaa-and-phi and privacy-and-data-protection)
references/cicd-and-supply-chain.md#L177	cicd-and-supply-chain#Severity-regraded	corrected	pull_request_target row re-graded onto two legs; see the Checklist-1 rows for the substance
references/cicd-and-supply-chain.md#L178	cicd-and-supply-chain#Severity-regraded	corrected	self-hosted runner row re-graded; see the Checklist-2 row
references/cicd-and-supply-chain.md#L179	cicd-and-supply-chain#Severity-regraded	corrected	"Workflow injection via PR title/body: Critical" conditioned on an injectable context plus a secret or write token in that job, with the constrained contexts explicitly not a finding, and the $GITHUB_ENV/$GITHUB_OUTPUT/$GITHUB_PATH writes graded on the same scale
