source	destination	disposition	evidence
references/web-and-api.md#L43	web-and-api#Checklist-13	corrected	"Covered in main SKILL.md" is incompatible with a self-contained brief; SQL, NoSQL and ORM injection is written out in full with three detectors, the parameterization-is-positional rule, the ORM escape-hatch inventory, second-order injection and LIKE-wildcard widening
SKILL.md#L88-L93	web-and-api#Checklist-13	moved	the central checklist bullet "SQL/NoSQL/ORM injection" inlined here rather than referenced
SKILL.md#L88-L93	web-and-api#Checklist-14	moved	command injection, LDAP/XPath and template injection (SSTI) inlined as the command-and-template item, with the shell-versus-argv distinction and the argument-injection case that survives perfect shell quoting
SKILL.md#L89	web-and-api#Checklist-14	moved	email header injection inlined; it is in the source list at L47 as well and is one finding, written once
SKILL.md#L88-L93	web-and-api#Checklist-16	moved	deserialization of user data (pickle, unsafe yaml, Java readObject, .NET BinaryFormatter) inlined as the deserialization-and-XXE item
SKILL.md#L126	web-and-api#Checklist-15	moved	the central XSS bullet inlined as the five-context output-encoding item with the opt-out inventory, the DOM-XSS source and sink lists and the sanitizer-misuse rules
references/web-and-api.md#L44	web-and-api#Checklist-15	moved	HTML injection in error pages, breadcrumbs and search echo folded into the reflected half of the XSS item
references/web-and-api.md#L45	web-and-api#Checklist-15	moved	CSS injection retained as the fifth output context, with the background-URL exfiltration path
references/web-and-api.md#L46	web-and-api#Checklist-18	moved	reflected file download retained as the download-side sibling of upload handling, with the caller-controlled Content-Disposition filename named as the artifact
references/web-and-api.md#L47	web-and-api#Checklist-14	preserved	email header injection in mailers, with the silent-Bcc consequence stated
references/web-and-api.md#L48	web-and-api#Checklist-13	preserved	NoSQL operator injection retained with a detector: an Express query or body value may be an object, so $ne as a password matches every document
references/web-and-api.md#L52	web-and-api#Checklist-32	moved	workflows that assume the client enforces a rule become the client-trusted-business-rules item, which the business-logic triage lens files against
references/web-and-api.md#L53	web-and-api#Checklist-22	moved	"we will add rate limiting later" becomes the rate-limiting item, including the flow-level half of API6:2023
references/web-and-api.md#L54	threat-modeling/architecture-trust-design-gaps	moved	trust between services by network position is a deferred slug; stated in the does-not-own list so it is not filed here as a CORS or auth defect
references/web-and-api.md#L55	web-and-api#Checklist-7	moved	single-factor security on high-value actions folded into the authentication item
references/web-and-api.md#L58-L59	web-and-api#Checklist-7	preserved	account enumeration by response and by timing, with a detector whose safe side computes the hash on both branches
references/web-and-api.md#L60	web-and-api#Checklist-7	corrected	NIST SP 800-63B guidance kept as direction (length over complexity, no forced rotation, breach-corpus check) and extended with the maximum-length and Unicode-stripping defects. No minimum-length number is pinned to a revision: the value differs between revisions and the lens flags the uncertainty rather than quoting a figure that would be checked
references/web-and-api.md#L61	web-and-api#Checklist-7	preserved	MFA: rate limits on verification, SMS as sole factor, plus reused-code rejection and recovery-code handling
references/web-and-api.md#L62	web-and-api#Checklist-8	moved	session expiry, revocation and rotation on privilege change become the session item
references/web-and-api.md#L63	web-and-api#Checklist-7	preserved	magic-link and reset-token reusability, expiry and invalidation, with a detector on the invalidate-on-use path
references/web-and-api.md#L66	cicd-and-supply-chain/artifact-signing-and-provenance-emission	moved	auto-update endpoints that do not verify signatures route to the supply-chain lens; the client-side apply check is mobile-app-security ota-update-integrity
references/web-and-api.md#L67	cicd-and-supply-chain	moved	CI pulling latest tags is a deferred slug
references/web-and-api.md#L68	web-and-api#Checklist-16	corrected	deserialization no longer delegated: inlined with the format-is-the-fix rule and the sink inventory across six languages, plus the XXE half
references/web-and-api.md#L69	web-and-api#Checklist-26	moved	webhooks that do not verify signatures become the webhook-integrity item; the constant-time comparison itself routes to crypto and is named as that lens’s
references/web-and-api.md#L70	web-and-api#Checklist-28	moved	CDN dependencies without SRI become the third-party-script item, with the honest statement that a loader script cannot be bounded by SRI
references/web-and-api.md#L73-L74	web-and-api#Checklist-31	moved	absent authentication and access-control-failure logging folded into the log-content item
references/web-and-api.md#L75	web-and-api#Checklist-31	corrected	logs containing secrets or personal data kept here as the finding, with classification and uplift explicitly assigned to hipaa-and-phi and privacy-and-data-protection so it is filed once
references/web-and-api.md#L76	web-and-api#Checklist-31	preserved	log injection by newline, extended with terminal escape sequences and the structured-logging fix
references/web-and-api.md#L77	threat-modeling/cross-boundary-attribution-logging	moved	correlation identifiers across services are a deferred slug; what one service writes into its own line stays here
references/web-and-api.md#L78	cloud-and-iac/control-plane-audit-logging	moved	log retention is a deferred slug
references/web-and-api.md#L81-L85	web-and-api#Checklist-30	moved	the five fail-open shapes become the error-handling item, with the missing-input variant added: a guard written "if (sig && !verify(sig))" is skipped entirely when the header is absent
references/web-and-api.md#L87-L88	web-and-api#Checklist-19	corrected	the 2021 compatibility note is kept but restated without asserting a mapping: the 2025 list has no standalone SSRF category and the topic is owned here regardless of where a report maps it
references/web-and-api.md#L89-L91	web-and-api#Checklist-19	preserved	user-URL fetch sinks, parser-differential URLs and DNS rebinding retained, with the rebinding assertion promoted into proof recipe R4 as the load-bearing case
references/web-and-api.md#L92	web-and-api#Checklist-19	corrected	punch list section 1 item 7: the deny-list named RFC 1918, link-local and cloud metadata, and loopback is in none of those, so the canonical target was unblocked. The list now covers 127.0.0.0/8, 0.0.0.0 and every alternate spelling, CGNAT, benchmark, multicast and reserved ranges, IPv6 loopback and ULA, IPv4-mapped forms, and the metadata endpoints of three clouds plus the container credential provider
references/web-and-api.md#L92	web-and-api#Checklist-19	corrected	same item: the recommended mitigation "allowlist + resolve + check" is the DNS-rebinding time-of-check window the preceding bullet warns about. Replaced with two atomic constructions, a pinned-IP dialer that validates every A/AAAA record and connects to the validated address, or an allowlisting egress proxy, with the scheme allowlist and the no-follow-redirects rule as separate requirements
references/web-and-api.md#L93	web-and-api#Checklist-19	preserved	redirects followed into the internal network, restated as a per-hop revalidation requirement and asserted in R4
references/web-and-api.md#L99-L100	web-and-api#Checklist-1	preserved	API1:2023 BOLA, with the second-order object case added (a child object reached by a raw child identifier under a scoped parent)
references/web-and-api.md#L103	web-and-api#Checklist-31	moved	API keys as query parameters become the identifier-in-URL finding this lens owns
references/web-and-api.md#L104	crypto-and-key-management/jwt-jws-and-jwks-verification	moved	"JWT issues (covered in main)" routes to crypto; the token-handling half that stays here is enumerated in the does-not-own boundary paragraph
references/web-and-api.md#L105-L106	web-and-api#Checklist-8	moved	token leakage via referrer, history and logs, and long-lived tokens with no rotation, become session and log-content checks
references/web-and-api.md#L108-L109	web-and-api#Checklist-5	moved	API3:2023 mass assignment becomes its own item, which is the slug salesforce-platform defers to; the framework-by-framework vulnerable-construction inventory and the nested-write case are new
references/web-and-api.md#L109	web-and-api#Checklist-6	moved	the over-return half of API3:2023 becomes the property-level item, including the same-object-two-routes case and the field reachable through a second GraphQL parent
references/web-and-api.md#L112-L116	web-and-api#Checklist-22	moved	API4:2023 becomes the rate-limiting item; pagination caps and upload size limits are cross-linked to items 22 and 18, GraphQL cost to item 23
references/web-and-api.md#L118-L119	web-and-api#Checklist-3	moved	API5:2023 becomes function-level authorization, with the middleware-order, prefix-matching and non-HTTP-entry-point shapes named
references/web-and-api.md#L121-L122	web-and-api#Checklist-22	moved	API6:2023 business-flow abuse kept as a distinct control from per-endpoint limits, cross-linked to items 32 and 33
references/web-and-api.md#L130-L131	web-and-api#Checklist-25	moved	API9:2023 becomes the inventory item, with specification drift expressed as a diff between the framework route registry and the OpenAPI document
references/web-and-api.md#L133-L134	web-and-api#Checklist-27	moved	API10:2023 becomes third-party-api-response-trust, split into rendered, parsed, followed, believed and unbounded
references/web-and-api.md#L138-L143	web-and-api#Checklist-23	corrected	GraphQL retained in full and conditioned on environment: introspection is usually decided by NODE_ENV rather than by code, so the check now reads the option and the environment plumbing and says when the deployed value was not observable. Persisted-query allowlists added as the control that solves depth and complexity together
references/web-and-api.md#L147	web-and-api#Checklist-25	moved	gRPC server reflection kept as both an exposure check and an inventory surface, with a detector
references/web-and-api.md#L148	crypto-and-key-management/tls-and-certificate-validation	moved	"TLS optional in many gRPC servers" is a deferred slug; the does-not-own list hands it over rather than grading transport here
references/web-and-api.md#L149-L151	web-and-api#Checklist-24	moved	interceptor ordering, streaming timeouts and metadata-versus-message logging folded into the realtime item, with the interceptor-wraps-the-handler construction shown in the detector
references/web-and-api.md#L155-L156	web-and-api#Checklist-24	preserved	WebSocket origin validation and the absent CSRF protection on the upgrade, stated as cross-site WebSocket hijacking and paired with a per-subscription authorization requirement
references/web-and-api.md#L157	web-and-api#Checklist-26	moved	webhook signature verification with a constant-time compare and a timestamp check: the timing property routes to crypto, the verify-first, raw-bytes and replay-window requirements stay here
references/web-and-api.md#L158	web-and-api#Checklist-31	moved	webhook secrets in a query string become an identifier-in-URL finding
references/web-and-api.md#L159-L160	web-and-api#Checklist-24	preserved	SSE proxy behaviour and reconnect re-authentication
references/web-and-api.md#L164-L168	web-and-api#Checklist-8	corrected	the cookie baseline is kept and extended with the Chromium SameSite=Lax default, the exact conditions __Host- imposes, the signed-cookie session store consequence, and an absolute lifetime alongside the idle timeout. Cookie lawfulness and lifetime are explicitly assigned to privacy-and-data-protection
references/web-and-api.md#L172-L180	web-and-api#Checklist-11	corrected	the header baseline is scoped to document responses, and the CSP guidance is strengthened past default-src self: base-uri, form-action and frame-ancestors are not covered by default-src, a host-allowlist script-src is bypassable, and a nonce with strict-dynamic is the construction that survives
references/web-and-api.md#L176	web-and-api#Severity-calibration	corrected	Referrer-Policy absence graded Info because strict-origin-when-cross-origin is the browser default; Medium only where the configured policy is weaker than that default
references/web-and-api.md#L184-L185	web-and-api#Severity-calibration	corrected	BOLA rows no longer grade the data class, which this lens does not own; graded instead on which paths lack the predicate and whether a non-owner reaching the object was demonstrated, with the uplift assigned to the compliance lenses
references/web-and-api.md#L186	web-and-api#Severity-calibration	corrected	CSRF High conditioned on a nameable delivery path, reconciled with false positive 1 so the row and the suppression rule can no longer disagree
references/web-and-api.md#L187	web-and-api#Severity-calibration	corrected	missing CSP scoped to document responses, and the "High if combined with any reflected output" clause removed: where reflected output is unescaped the XSS is the finding and the absent CSP is recorded in its impact
references/web-and-api.md#L188-L189	web-and-api#Severity-calibration	corrected	login and password-reset rate-limit rows conditioned on the application owning the credential check, with the two variants that stay High regardless; reconciled with false positive 5
references/web-and-api.md#L190	web-and-api#Severity-calibration	preserved	verbose errors Medium, High where the message can carry a secret or regulated data, with the condition made findable (what is put into the exception, not what could be)
references/web-and-api.md#L191	web-and-api#Severity-calibration	corrected	GraphQL introspection capped at Low where the library closes it under a production environment flag; the cost-bearing GraphQL findings graded on their own rows
references/web-and-api.md#L192	web-and-api#Severity-calibration	intentionally_removed	the JWT alg:none Critical row is removed from this lens: jwt-jws-and-jwks-verification is deferred to crypto-and-key-management, so a row here would be filed twice or filed by the lens that cannot verify it. The re-graded table records the removal and names what stays here instead
references/web-and-api.md#L193	web-and-api#Severity-calibration	corrected	open redirect High conditioned on an authentication or reset flow forwarding a credential; the OAuth redirect_uri half routes to oauth-oidc-flow-correctness in crypto
docs/design/2026-07-26-recon-punch-list.md#L1508	web-and-api#Severity-calibration	moved	the reachability evidence standard is stated once, before the table, so every row turning on "reachable without authentication" names the artifact that establishes it instead of asserting it
docs/design/2026-07-26-recon-punch-list.md#L1505	web-and-api#Known-false-positives-1	moved	CSRF on a bearer-token JSON API, extended with the check that the API actually refuses cookie authentication rather than merely documenting that it does
docs/design/2026-07-26-recon-punch-list.md#L1506	web-and-api#Known-false-positives-2	moved	wildcard CORS on a public endpoint, extended with the check that the endpoint is still public
docs/design/2026-07-26-recon-punch-list.md#L1507	web-and-api#Known-false-positives-3	moved	structural ownership scoping, with the do-not-clear half foregrounded and tied to the custom-action detector in Checklist item 1
docs/design/2026-07-26-recon-punch-list.md#L1508	web-and-api#Known-false-positives-4	moved	guards registered outside the reviewed file, with the inverse hunt and the write-it-as-an-assumption instruction retained
docs/design/2026-07-26-recon-punch-list.md#L1509	web-and-api#Known-false-positives-5	moved	rate limiting terminated before the application, reconciled with the re-graded severity row so the two cannot disagree
docs/design/2026-07-26-recon-punch-list.md#L1510	web-and-api#Known-false-positives-6	corrected	the seed entry bundled JWT algorithm pinning with logout behaviour. Only the logout half is retained as a suppression rule here; the JWT half is routed to crypto-and-key-management, because this lens defers that slug and a suppression rule for a finding it cannot file would allow the same finding to be waved away by two lenses
references/web-and-api.md#L70	web-and-api#Known-false-positives-7	corrected	new entry: SRI on a first-party same-origin script is not a finding. Added because the migrated SRI check would otherwise fire on every local bundle and cost the credibility of the CDN finding beside it
docs/design/2026-07-26-recon-punch-list.md#L1597	web-and-api#Known-false-positives-rejected	moved	the missing-CSP-on-a-JSON-API candidate is recorded as rejected with its reason, and lands as a scope correction in Checklist item 11 plus an Info severity row
docs/design/2026-07-26-recon-punch-list.md#L1598	web-and-api#Known-false-positives-rejected	moved	the GraphQL introspection and batching candidate is recorded as rejected with its reason, and lands in the re-graded severity table
docs/design/2026-07-26-recon-punch-list.md#L1593	web-and-api#Known-false-positives-rejected	corrected	eight further candidates rejected with a one-line reason each, seven of them raised during this migration: the JWT suppression, the starts-with-slash redirect clearance, the DOMPurify clearance, the framework-escapes-by-default clearance, the ORM clearance, the CDN-sets-the-headers clearance, the DEBUG-is-only-development clearance, and the UUID-is-unguessable clearance
docs/design/2026-07-26-recon-punch-list.md#L1635-L1641	web-and-api#Proof-recipes-R1	moved	two-subject authorization sweep, with the assert-on-marker-not-status rule and the three variants (client-supplied identity, no tenant, every verb)
docs/design/2026-07-26-recon-punch-list.md#L1642-L1647	web-and-api#Proof-recipes-R2	moved	registry-driven enumeration, including both details the punch list requires to survive: anchored allowlist patterns with a near-miss self-test, and the discovered-count assertion that stops a zero-row enumerator from passing
docs/design/2026-07-26-recon-punch-list.md#L1648-L1654	web-and-api#Proof-recipes-R3	moved	canary sweep of every output sink, with the derived-encoding list and the field-list parametrization that converts a denylist into an enforced allowlist
docs/design/2026-07-26-recon-punch-list.md#L1655-L1660	web-and-api#Proof-recipes-R4	moved	destination-set assertion at the socket layer, with the full bypass corpus, the redirect chase and DNS rebinding kept as the load-bearing case
docs/design/2026-07-26-recon-punch-list.md#L1673-L1678	web-and-api#Proof-recipes-R5	moved	injection into a secondary interpreter, adapted from the Salesforce statement of the shape to SQL, NoSQL, command and template sinks, keeping the size-is-still-1 assertion and the negative control
docs/design/2026-07-26-recon-punch-list.md#L1685-L1689	web-and-api#Proof-recipes-R6	moved	hostile-output render assertion, extended with the script-block breakout case and the route-level CSP assertion
docs/design/2026-07-26-recon-punch-list.md#L1701-L1705	web-and-api#Proof-recipes-R7	moved	counting-spy caps on resources and cost, keeping the zero-resolver-calls assertion that distinguishes rejection from execute-then-truncate
docs/design/2026-07-26-recon-punch-list.md#L1706-L1710	web-and-api#Proof-recipes-R8	moved	fail-open injection at a dependency boundary, extended with the absent-credential variant that the malformed-response half does not cover
docs/design/2026-07-26-recon-punch-list.md#L1667-L1672	web-and-api#Proof-recipes-R9	moved	signed-request replay and timestamp boundary, kept for the webhook item; the constant-time assertion is named as crypto’s and not reported here
docs/design/2026-07-26-recon-punch-list.md#L1738-L1756	web-and-api#Proof-recipes	moved	the not-provable list is written into the lens: edge-terminated controls, deployed environment-flag values, request smuggling, production identifier enumerability, real browser behaviour, and data classification
docs/design/2026-07-26-recon-punch-list-repair.md#L319	web-and-api#Checklist-2	moved	tenant-isolation-enforcement: net-new item written for a slug the restructure created, covering the three failure shapes and the connection-reuse case
docs/design/2026-07-26-recon-punch-list-repair.md#L319	web-and-api#Checklist-17	moved	path-traversal-and-file-access: net-new item, including the os.path.join absolute-segment behaviour, decode-once, Zip Slip, symlink TOCTOU and the nginx alias escape
docs/design/2026-07-26-recon-punch-list-repair.md#L319	web-and-api#Checklist-18	moved	file-upload-handling: net-new item covering accept, store, name and serve, with SVG named as a script-bearing document
docs/design/2026-07-26-recon-punch-list-repair.md#L319	web-and-api#Checklist-20	moved	request-smuggling-and-proxy-normalization: net-new item restricted to the repository-visible half, with the desync proof declared out of reach in the coverage block
docs/design/2026-07-26-recon-punch-list-repair.md#L319	web-and-api#Checklist-21	moved	cache-poisoning-and-deception: net-new item covering unkeyed inputs and privately-cacheable responses
docs/design/2026-07-26-recon-punch-list-repair.md#L319	web-and-api#Checklist-29	moved	secrets-in-browser-bundle: net-new item with the publishable-versus-secret distinction that keeps the finding credible
docs/design/2026-07-26-recon-punch-list-repair.md#L319	web-and-api#Checklist-33	moved	race-conditions-and-toctou: net-new item, including the isolation-level clause that makes the remediation complete
docs/design/2026-07-26-recon-punch-list-repair.md#L354	web-and-api#Checklist-32	moved	client-trusted-business-rules: the overlap table assigns the slug here and names business-logic as the lens that raises against it; both facts are stated in the item and in the Owns table
docs/design/2026-07-26-recon-punch-list-repair.md#L343	web-and-api#Checklist-5	moved	mass-assignment-and-parameter-binding: the overlap table records salesforce-platform deferring here, and the item states it so the deferral does not point at nothing
docs/design/2026-07-26-recon-punch-list-repair.md#L352	web-and-api#Checklist-31	moved	application-log-and-url-content: the overlap table resolves the identifier-in-URL conflict by uplift rather than re-finding, and the item states which lens supplies the classification
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-H4	web-and-api#Checklist-16	corrected	Java XXE hardening was stated as one uniform recipe across DocumentBuilderFactory, SAXParserFactory, XMLInputFactory and TransformerFactory; the four do not share an API and two throw when it is applied. Split into per-factory lines: setExpandEntityReferences is DBF-only, StAX uses setProperty SUPPORT_DTD / IS_SUPPORTING_EXTERNAL_ENTITIES, TransformerFactory uses ACCESS_EXTERNAL_DTD / ACCESS_EXTERNAL_STYLESHEET and does not recognise disallow-doctype-decl
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-H5	web-and-api#Severity-table	corrected	Three owned slugs had no severity row. Added five rows: whole-model serialization returning authentication material (authz-property-level); proxy path-prefix ACL the application does not enforce, and caller-supplied forwarding header trusted for a decision (request-smuggling-and-proxy-normalization); identifier in a URL, and request logger writing credentials or whole bodies (application-log-and-url-content). The identifier-in-URL row is the base grade hipaa-and-phi and privacy-and-data-protection uplift from, and its absence broke both inbound deferrals
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-H6	web-and-api#Severity-regraded	corrected	Deleted the unfalsifiable "or the path terminates at an edge the repository does not contain" clause from the rate-limit re-graded row. The only exemption is now delegated authentication, established from an OIDC/SAML client and no password comparison in any handler. Reconciled the row rationale, the severity row and false positive 5 to that same condition
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#wrong-4	web-and-api#Checklist-7	corrected	"a six-digit code with no limit is a ten-thousand-request problem" was arithmetically wrong; 10^6 is a million and ten thousand is a four-digit code
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-M3	web-and-api#Checklist-9	corrected	A mutating GET is not forgeable by an img tag "regardless of SameSite"; Lax cookies are withheld from cross-site subresource requests. The carriers are top-level navigations - window.location, window.open, a link, a 302
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-M4	web-and-api#Checklist-9	corrected	Credentialed CORS reflection was listed as a CSRF delivery path in three places (item 9, the re-graded table, false positive 1). It is a response-read defect and does not cause a Lax cookie to be attached. Corrected in all three, with its real CSRF role - reading the anti-CSRF token out of a response - stated once
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-M5	web-and-api#Checklist-12	corrected	The safeHref nomatch accepted a backslash-form protocol-relative URL, the bypass item 12 names as most-missed. Replaced the startsWith pair with a regex requiring one leading slash followed by neither slash nor backslash
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-M6	web-and-api#Checklist-13	corrected	The NoSQL detector's explanation claimed a $ne-on-password payload authenticates against its own match sample, where hash() coerces the password before the query. Rewritten: username is the injectable field there and the attack is a username-free password spray. R5 now probes both fields
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-M10	web-and-api#Severity-table	corrected	"production and unrotated" cannot be established from a repository, so the browser-bundle Critical could never fire. Re-conditioned on a live-environment prefix or shape plus presence at HEAD; rotation is recorded as a client question, not a grade input
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-M2	web-and-api#Scope	corrected	frameworks declares cwe and the body claimed identifiers are cited inline, with zero CWE identifiers in the file. Frontmatter is out of scope this round, so the claim was made true rather than withdrawn: a nine-row item-to-CWE table, with CWE-208 routed to crypto
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-L3	web-and-api#Checklist-15	corrected	Angular innerHTML binding is sanitized through DomSanitizer by default and is not an escaping opt-out; listing it produced a false positive against idiomatic Angular. The opt-out is the bypassSecurityTrust family. Also scoped data:text/html and vbscript: as illustrations rather than live paths
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-L5	web-and-api#Checklist-23	corrected	costLimitPlugin and maxDepthPlugin are not exported from the graphql-armor aggregate package, which exports ApolloArmor; the nomatch import would not resolve. Switched to the per-rule packages
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-L2	web-and-api#Checklist-14	corrected	ImageMagick does not implement the GNU end-of-options convention, so passing it to convert makes it a filename operand. Removed from the nomatch and replaced with a server-generated path; added a rule that the convention is tool-specific and must be checked before being recommended
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-L1	web-and-api#Checklist-2	corrected	A parameterised SET LOCAL works only on drivers that interpolate client-side and fails on psycopg3 and asyncpg. Changed the RLS nomatch to set_config, and taught both the prose and the cross-tenant severity row to search for both spellings so a set_config codebase is not read as having no RLS
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#F-L4	web-and-api#Checklist-13	corrected	Rails order and pluck over caller-supplied columns were stated flatly; Rails 6+ raises UnknownAttributeReference unless the value is wrapped in Arel.sql, so on a supported Rails the finding is the wrapper
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#version-conditional-express	web-and-api#Checklist-13	corrected	Express query-string object coercion was stated as version-independent; Express 5 changed the default query parser. Re-anchored the rule on req.body under express.json(), which holds on every version, with the query-string path marked version-conditional
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#version-conditional-deser	web-and-api#Checklist-16	corrected	The unsafe-yaml-load and BinaryFormatter sinks were stated flatly. PyYAML 6 made the Loader argument mandatory and FullLoader is not RCE; BinaryFormatter is obsoleted and disabled by default in recent .NET and remains correct only as a legacy sink
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-web-review.md#cannot-verify-3	web-and-api#Checklist-23	corrected	Apollo Server 4 defaults - introspection off under production, batched HTTP requests off, CSRF prevention shipped - carry three grades and are library defaults that move between majors. Scoped to Apollo Server 4 explicitly, with an instruction to read the major from the lockfile
