source	destination	disposition	evidence
references/hipaa-and-phi.md#L88	hipaa-and-phi#Checklist-6	corrected	kept as the genuine §164.312(d) finding (caller not verified at all); the "not API key headers" prescription is softened because the rule prescribes no mechanism
references/hipaa-and-phi.md#L89	hipaa-and-phi#Checklist-6	preserved	server-verified-per-request preserved as the genuine §164.312(d) finding
references/hipaa-and-phi.md#L91-L97	hipaa-and-phi#Checklist-7	corrected	§164.312(e)(1) labelled Standard — round 2 correction from Required, which was the original overreach in a new costume: as written it read as "unencrypted transmission violates a Required provision". Both implementation specifications, (e)(2)(i) and (e)(2)(ii), are Addressable and are stated as such; TLS version and certificate validation deferred to crypto-and-key-management tls-and-certificate-validation
references/hipaa-and-phi.md#L99-L102	hipaa-and-phi#Checklist-7	corrected	§164.312(e)(2)(ii) is Addressable, so the message-content finding is re-cited to §164.502(a) rather than to (e)(2)(ii); detector added on clinical content in an outbound message body
references/hipaa-and-phi.md#L104	hipaa-and-phi#Scope	corrected	rule 3 scope narrowing: analog fax is not ePHI and yields zero findings here, routed to the Privacy Rule and §164.310; the fax-to-email or scan-to-storage conversion point is kept explicitly in scope
references/hipaa-and-phi.md#L105-L107	hipaa-and-phi#Checklist-8	corrected	round 1 rebuilt the citation set with per-provision strength; round 2 corrects two labels in it. §164.502(e)(1)(i) Mandatory (conditional in form but the operative obligation, which OCR cites directly, so not the unlabelled permission-with-conditions case); §164.504(e) Mandatory for required contract content; §164.308(b)(1) Standard with §164.308(b)(3) Required; and §164.314(a)(1) Standard with §164.314(a)(2) Implementation specifications RESTORED to Required — the CFR heads that paragraph "Implementation specifications (Required)", so round 1 wrongly softened a Security Rule provision to Mandatory. States that code can neither prove a contract exists nor read one
references/hipaa-and-phi.md#L109-L117	hipaa-and-phi#removed	intentionally_removed	OVERREACH 5 (punch list §1 item 12 and §6 de-branding rule 2): the per-vendor BAA verdict list is unverifiable from code, goes stale silently and is private-origin residue. Deleted outright, not relocated. Checklist 8 replaces it with destination enumeration plus a committed allowlist carrying last_verified
references/hipaa-and-phi.md#L118	hipaa-and-phi#Checklist-8	corrected	OVERREACH 4 (punch list §1 item 11): "limited BAA scope" implied a narrow BAA exists and omitted the controlling exclusion. Round 1 corrects the authority: the exclusion is SSA §1179 / 42 U.S.C. 1320d-8, NOT the business-associate definition at 45 CFR §160.103, whose exclusion list does not contain it. Punch list item 11 carries the same misattribution and is not followed here. Scope-creep detector retained, cited to §164.502(a) Mandatory
references/hipaa-and-phi.md#L120-L123	hipaa-and-phi#Checklist-8	preserved	the four in-code audit steps are preserved and made executable as Proof recipe R2, the socket-layer destination assertion
references/hipaa-and-phi.md#L124	hipaa-and-phi#Severity-calibration	corrected	Critical retained but now requires the destination set be provable. Round 3 corrects the labels in this row to match the lens: §164.502(e)(1)(i) — Mandatory — and §164.504(e) — Mandatory — with the Security Rule counterpart §164.308(b)(1) — Standard — and its implementation specification §164.308(b)(3) — Required
references/hipaa-and-phi.md#L126-L137	hipaa-and-phi#removed	intentionally_removed	punch list §1 item 12 and §6: a named-vendor integration section made entirely of contractual verdicts, and the clearest residue of the file private origin. The durable half (external-sharing misconfiguration, connector scope) is covered generically by Checklist 8 destination enumeration
references/hipaa-and-phi.md#L139-L141	hipaa-and-phi#Checklist-9	corrected	§164.502(b)(1) labelled Mandatory rather than Required, because the Privacy Rule has no Required/Addressable structure; §164.514(d) noted as leaving implementation to the entity own role-based policies
references/hipaa-and-phi.md#L143	hipaa-and-phi#Checklist-9	corrected	OVERREACH 3 (punch list §1 item 10): none of the §164.502(b)(2) exceptions were stated. All six are now listed before the checks and the checks scoped to non-treatment surfaces. Round 1 corrects exception (ii): it reads "as permitted under §164.502(a)(1)(i) or as required by §164.502(a)(2)(i)" and routes to §164.524 and §164.528 only through (a)(2)(i); the earlier text named §164.528 directly and omitted (a)(2)(i)
references/hipaa-and-phi.md#L144-L147	hipaa-and-phi#Checklist-9	corrected	retained as the non-treatment surface list with a detector; every finding must now name the surface, the role and the field
references/hipaa-and-phi.md#L149	hipaa-and-phi#Checklist-9	moved	field-level authorization deferred to web-and-api authz-property-level and graphql-api-surface; this lens supplies the purpose analysis and the ePHI uplift
references/hipaa-and-phi.md#L151-L157	hipaa-and-phi#Checklist-14	corrected	CRITICAL fix in round 1: the migrated text made "no patient-facing read or export path" the §164.524 finding, which files a Required-provision finding against a compliant staff-mediated design. §164.524 is a right of access ON REQUEST, in the requested electronic form if readily producible, and a staff-mediated electronic copy complies. The finding is now the absence of ANY mechanism able to fulfil a request within the §164.524(b)(2) timeline; self-service and API access is routed to the Cures Act information-blocking rules at 45 CFR Part 171 as a different regime. §164.524, §164.526 and §164.528 relabelled Mandatory, with the §164.528(a)(1)(i) treatment/payment/operations exclusion retained. Round 2 fixes a quotation slip: the standard is "readily producible", not "readably"
references/hipaa-and-phi.md#L159-L161	hipaa-and-phi#Checklist-12	corrected	"not directly a code issue" reversed: scoping capability is a code issue and is now the primary finding in this item
references/hipaa-and-phi.md#L162	hipaa-and-phi#Checklist-12	corrected	OVERREACH 2 (punch list §1 item 9): both conditions were missing. Now states the HITECH §13402(h)(2) guidance methodologies (NIST SP 800-111 at rest, FIPS 140-validated per SP 800-52/800-77 in transit), the uncompromised-key condition, the §164.402 three exceptions and four-factor assessment, the breach presumption, and that absence of encryption is never itself a §164.400-414 violation. Round 2 corrects the labelling: §164.402 is a definition and its exceptions are exceptions to a definition, so neither carries a mandate-strength label; the Mandatory label belongs on the notification obligations at §164.404, §164.406, §164.408 and §164.410
references/hipaa-and-phi.md#L163	hipaa-and-phi#Checklist-12	corrected	retained only as the narrow point that the safe harbor rarely reaches credential-theft and insider shapes; no longer used to argue encryption is effectively mandated
references/hipaa-and-phi.md#L164	hipaa-and-phi#Checklist-12	preserved	elevated to the primary code-visible breach finding, citing §164.312(b) — Standard — and §164.404 — Mandatory. Round 3 corrects both labels: §164.312(b) is a Subpart C standard, not a specification, and §164.404 is a Breach Notification Rule obligation, a regime with no Required/Addressable structure
references/hipaa-and-phi.md#L166-L167	hipaa-and-phi#Checklist	moved	the flat "specific code patterns" grouping is flattened into the numbered Checklist so every pattern sits under its provision and mandate strength
references/hipaa-and-phi.md#L169-L170	hipaa-and-phi#Known-false-positives-4	corrected	kept as a false-positive entry requiring the sink and its scrubber be traced and a named leaking field produced; the log-content finding itself is web-and-api. Round 1 adds the assumption-not-clearance guard to entry 1: an unseen layer-down audit mechanism is a hypothesis, recorded at Info with the artifact needed, and never grounds for closing the finding
references/hipaa-and-phi.md#L171	web-and-api	moved	stack traces in production responses is error-handling-and-verbose-responses, deferred to web-and-api; the ePHI aggravator is noted in Scope
references/hipaa-and-phi.md#L172	hipaa-and-phi#Checklist-8	corrected	the vendor verdict is removed and replaced by a telemetry detector on send_default_pii / before_send plus the requirement to name the field that reaches the processor
references/hipaa-and-phi.md#L174-L177	hipaa-and-phi#Checklist-9	corrected	"returning full patient records" is now excluded on treatment surfaces per §164.502(b)(2)(i); identifiers in error messages deferred to web-and-api
references/hipaa-and-phi.md#L179-L182	web-and-api	moved	cross-tenant and row-level-filter patterns are authz-object-level and tenant-isolation-enforcement; retained here only as Proof recipe R3 and as an ePHI uplift
references/hipaa-and-phi.md#L184-L187	cloud-and-iac	moved	backup encryption, trust-zone placement and replica configuration are backup-and-replica-configuration; the retention half is re-cited in Checklist 4 to §164.316(b)(2)(i) and the organization own policy
references/hipaa-and-phi.md#L188	hipaa-and-phi#Checklist-11	corrected	Checklist 11 with detector; requires repo-visible provenance evidence rather than resemblance, and reports an unresolvable case as an Info assumption instead of dropping it. Round 1 dropped the §164.308(a)(3) citation; round 2 corrects the REASON, which was a wrong general principle: addressable specifications do not make their standard unenforceable, because §164.306(b)-(c) obliges compliance with the standards themselves and §164.306(d) governs only the specifications beneath them. The narrow correct reason is that the control at issue sits inside an Addressable specification and repo provenance evidences an impermissible use or disclosure rather than a failure of the workforce-security standard. §164.308(a)(3) is labelled Standard and stays separately citable
references/hipaa-and-phi.md#L190-L193	hipaa-and-phi#Checklist-10-and-11	corrected	re-identifiability asserted element-by-element against §164.514(b)(2) with a crosswalk-reachability check. Round 1 corrects §164.514(c) from Required to a permission with conditions: failing its conditions leaves the code an identifier under §164.514(b)(2)(i)(R), so the set was never de-identified, §164.502(d)(2) does not apply and the operative citation is §164.502(a) Mandatory
references/hipaa-and-phi.md#L195-L198	hipaa-and-phi#Checklist-7	corrected	CRITICAL fix in round 1: the migrated Checklist bullet made an appointment reminder naming a diagnosis "a disclosure the moment it is delivered", which files a finding against a permitted disclosure. Disclosure to the individual is permitted under §164.502(a)(1)(i) and §164.506, and OCR requires honouring a request for unencrypted email. The unverified-endpoint qualifier previously only in the severity table is now IN the Checklist bullet and its detector: the finding is delivery to an endpoint not verified as the individual own or to a third party, cited to §164.502(a) Mandatory with §164.522(b) confidential communications. Push and lock-screen leakage stays deferred to mobile-app-security
references/hipaa-and-phi.md#L200-L203	hipaa-and-phi#Checklist-13	corrected	punch list §4 hipaa entry 3: the OCR tracking-bulletin theory was vacated in American Hospital Association v. Becerra (N.D. Tex., 20 June 2024). Now conditioned on route and payload with a detector; session-replay masking deferred to privacy-and-data-protection
references/hipaa-and-phi.md#L205-L233	hipaa-and-phi#Report-format-override	corrected	rewritten as a heading specification: mandate strength required on every citation, a Risk analysis and documentation gaps section added so addressable findings have a home that does not overstate them, the BAA section forbidden from carrying vendor verdicts, and ePHI inventory, 42 CFR Part 2, Security findings with no HIPAA citation and Coverage added. Round 2 fixes the §164.316(b)(1) label inside this section — the highest-leverage instance in the file, because this section governs the wording of every finding the lens emits
references/hipaa-and-phi.md#L235-L236	hipaa-and-phi#Severity-calibration	corrected	section retained with the Required-vs-Addressable axis added and an explicit statement that severity_floor low is presentational and never suppresses
references/hipaa-and-phi.md#L237	hipaa-and-phi#Severity-calibration	corrected	Critical retained but requires a provable destination set and a named field; "active breach" dropped because §164.402 makes breach a presumption subject to a four-factor assessment, not an auditor conclusion
references/hipaa-and-phi.md#L238	hipaa-and-phi#Severity-calibration	corrected	surrogate key distinguished from an enumerated identifier per Known false positives 5; the URL-content finding is web-and-api and this lens supplies the uplift
references/hipaa-and-phi.md#L239	hipaa-and-phi#Severity-calibration	corrected	the real defect of the L56/L239 pair: this severity row carried no addressable qualifier at all. Recast as a Medium §164.306(d)(3) assessment-and-documentation gap; the storage-encryption flag itself is cloud-and-iac
references/hipaa-and-phi.md#L240	hipaa-and-phi#Severity-calibration	corrected	High retained but scoped to "no record anywhere of ePHI reads, so a breach population cannot be bounded", citing §164.312(b) — Standard — and §164.404 — Mandatory. Round 3 corrects both labels, which had survived the round-2 sweep in this ledger while the lens itself was already correct
references/hipaa-and-phi.md#L241	hipaa-and-phi#Severity-calibration	corrected	OVERREACH 6, second site: High retained on security merit with no compliance citation attached
references/hipaa-and-phi.md#L242	hipaa-and-phi#Severity-calibration	corrected	High only with repo-visible provenance evidence; Info as an assumption otherwise
references/hipaa-and-phi.md#L243	hipaa-and-phi#Severity-calibration	corrected	conditioned on authentication and transmitted payload following AHA v. Becerra, and split from the contractual question
references/hipaa-and-phi.md#L244	hipaa-and-phi#Severity-calibration	corrected	the "enforcement precedent" basis is removed; Critical retained for authenticated or identifier-transmitting surfaces and Info for a public marketing page
references/hipaa-and-phi.md#L245	hipaa-and-phi#Severity-calibration	corrected	re-cited to §164.502(a) as a content finding because §164.312(e)(2)(ii) is Addressable and must not be cited as the violation
references/hipaa-and-phi.md#L246	hipaa-and-phi#Severity-calibration	preserved	Medium standalone / High when systematic preserved, gated on clearing all six §164.502(b)(2) exceptions and naming the surface, role and field
references/hipaa-and-phi.md#L247	hipaa-and-phi#Severity-calibration	corrected	OVERREACH 1, second site: replaced by "shorter than the organization own stated policy" at Low-Medium with no citation unless a required document class is missing, which cites §164.316(b)(1) and §164.316(b)(2)(i)
references/hipaa-and-phi.md#L248	hipaa-and-phi#Severity-calibration	corrected	recast as "break-glass path indistinguishable in the audit record" at Medium-High, citing §164.312(a)(2)(ii) Required with the audit obligation at §164.312(b); the absence of a documented procedure is out-of-code
docs/design/2026-07-26-recon-punch-list.md#L217	hipaa-and-phi#frontmatter	moved	adds 42-cfr-part-2 to frameworks and narrows scope to ePHI; the only frontmatter change made by this task
docs/design/2026-07-26-recon-punch-list.md#L1566-L1573	hipaa-and-phi#Known-false-positives	moved	all six seed entries accepted after review; none was vague and none would dismiss a real finding
docs/design/2026-07-26-recon-punch-list.md#L1619-L1620	hipaa-and-phi#Rejected-candidates	moved	the two previously rejected hipaa false-positive candidates are recorded with reasons so a later pass cannot quietly re-add them
docs/design/2026-07-26-recon-punch-list.md#L1637-L1639	hipaa-and-phi#Proof-recipes-R3	moved	recipe 5.1 two-subject sweep, scoped here to the minimum-necessary half with treatment surfaces excluded by design
docs/design/2026-07-26-recon-punch-list.md#L1642-L1646	hipaa-and-phi#Proof-recipes	moved	recipe 5.2 registry-driven enumerator referenced by name; anchored-allowlist and asserted-row-count details carried through
docs/design/2026-07-26-recon-punch-list.md#L1650-L1653	hipaa-and-phi#Proof-recipes-R1	moved	recipe 5.3 canary sink sweep including the field-registry regression multiplier
docs/design/2026-07-26-recon-punch-list.md#L1657-L1659	hipaa-and-phi#Proof-recipes-R2	moved	recipe 5.4 socket-layer destination assertion, scoped here to the business-associate perimeter
docs/design/2026-07-26-recon-punch-list.md#L1711-L1715	hipaa-and-phi#Proof-recipes-R4	moved	recipe 5.14 clock-controlled retention, deletion and de-identification, with the SQLite/role caveat kept explicit
docs/design/2026-07-26-recon-punch-list.md#L1633	hipaa-and-phi#Proof-recipes-R5	moved	the detector-plus-fixture-pair resolution that makes a static checker T1
docs/design/2026-07-26-recon-punch-list.md#L1742-L1746	hipaa-and-phi#Proof-recipes	moved	the not-provable list: BAA existence, treatment-context necessity, expert determination, fixture provenance
docs/design/2026-07-26-recon-punch-list.md#L1763-L1764	hipaa-and-phi	moved	de-branding rules applied: no vertical tell needed inside this lens, and no named-vendor contractual verdict anywhere in it
references/salesforce.md#L1	salesforce-platform#frontmatter	preserved	frontmatter title "Salesforce platform security"
references/salesforce.md#L3	salesforce-platform#Scope	corrected	router instruction "Load this when auditing Apex, LWC, Flows, Visualforce" removed; activation is frontmatter activates_on paths and signals, and Scope now opens by naming the surfaces the lens owns
references/salesforce.md#L5-L12	salesforce-platform#Scope	corrected	the "big four risks" preamble is restated as the three platform facts that drive the whole lens: sharing, CRUD and FLS are three separate controls; Apex runs in system mode by default; the client is not a boundary. All four original risks survive as Checklist items 1, 3, 4 and 5
references/salesforce.md#L14	salesforce-platform#Checklist	moved	the "## Apex" heading becomes Checklist items 1 to 5 and 18
references/salesforce.md#L16	salesforce-platform#Checklist-1	moved	heading "Sharing declaration" becomes Checklist item 1, anchored to apex-sharing-declaration
references/salesforce.md#L17	salesforce-platform#Checklist-1	corrected	the claim that the default is without sharing when invoked from @AuraEnabled or anonymous Apex is replaced by the accurate rule: an undeclared class inherits its caller context and defaults to without sharing only when it is the entry point, with the entry-point list enumerated in full
references/salesforce.md#L19	salesforce-platform#Checklist-1	corrected	the with sharing bullet now states what it does NOT do: it enforces record-level sharing only, not object permissions and not FLS. That omission is the single most consequential misreading in the source
references/salesforce.md#L20	salesforce-platform#Severity-calibration	corrected	unconditional High on @AuraEnabled plus without sharing re-graded: High only when a caller-supplied Id or filter reaches an object with a restrictive OWD; Medium where OWD cannot be established; Low where the objects carry no record-level access. The "unless there is a comment" escape hatch is removed because a comment is not a control
references/salesforce.md#L21	salesforce-platform#Checklist-1	corrected	inherited sharing bullet extended with the fact that makes it useful: at an entry point it defaults to with sharing
references/salesforce.md#L23	salesforce-platform#Severity-calibration	corrected	unconditional High on a missing declaration re-graded to High only for an undeclared entry point on a restricted-OWD object, Low otherwise, with the remediation wording supplied
references/salesforce.md#L25	salesforce-platform#Checklist-3	moved	heading "FLS and CRUD enforcement" becomes Checklist item 3, anchored to apex-crud-fls-enforcement
references/salesforce.md#L26	salesforce-platform#Checklist-3	preserved	with sharing does not enforce field-level security or object CRUD
references/salesforce.md#L28	salesforce-platform#Checklist-3	corrected	RELEASE BLOCKER 1a: "Required patterns (post-API 48.0)" was wrong by eight releases. User mode and the AccessLevel enum arrived in API 56.0 Winter 23 and reached GA in 57.0 Spring 23. The lens states the correct versions and adds the instruction to read sourceApiVersion before prescribing the clause
references/salesforce.md#L30	salesforce-platform#Checklist-3	corrected	RELEASE BLOCKER 1b: there is no WITH USER_MODE for DML. WITH USER_MODE and WITH SYSTEM_MODE are SOQL clauses; the DML equivalents are the AccessLevel argument on Database methods and the statement form "insert as user records;". A comparison table now states, per mechanism, whether it covers object permissions, FLS and sharing
references/salesforce.md#L31	salesforce-platform#Checklist-3	preserved	Security.stripInaccessible kept, with getRemovedFields and the trap that it protects only the collection read back from the SObjectAccessDecision
references/salesforce.md#L32	salesforce-platform#Checklist-3	corrected	DE-BRAND 4: Schema.sObjectType.Foo.fields.Bar replaced by Schema.SObjectType.Account.fields.AnnualRevenue so the snippet compiles in any org; shipped as a detector whose match is the object-level check standing in for a field-level one
references/salesforce.md#L34a	salesforce-platform#Severity-calibration	corrected	unconditional High on an @AuraEnabled method returning SObjects re-graded: High only when nothing on the call chain enforces FLS and a returned field is not readable by the caller; Medium when every returned field is broadly readable
references/salesforce.md#L34b	salesforce-platform#Severity-calibration	corrected	unconditional High on DML over user-supplied SObjects re-graded: High when system-mode DML writes a field in the escalation classes, Medium otherwise, Critical when the write itself grants access
references/salesforce.md#L34c	salesforce-platform#Checklist-3	corrected	DE-BRAND 1: "like IsApproved__c or OwnerId" replaced by the field class - fields that gate a decision, fields that determine record access, and monetary fields - with standard-object examples (Case.Status, Opportunity.StageName, OwnerId, RecordTypeId, Opportunity.Amount) so no org-private field name survives
references/salesforce.md#L36	salesforce-platform#Checklist-4	moved	heading "SOQL injection" becomes Checklist item 4, anchored to soql-sosl-injection, and widened to SOSL
references/salesforce.md#L37	salesforce-platform#Checklist-4	preserved	dynamic SOQL via Database.query with concatenated input is injectable
references/salesforce.md#L39-L48	salesforce-platform#Checklist-4	corrected	RELEASE BLOCKER 5, the most dangerous of the six: the FIX block assigned String.escapeSingleQuotes to safeInput and then interpolated the original unescaped userInput, teaching an auditor to accept vulnerable code as safe. The example now interpolates the escaped value, is demoted to a last resort behind two bind-based forms, and the discard bug is shipped as a detector match arm so the check fires on it
references/salesforce.md#L50	salesforce-platform#Checklist-4	corrected	the bind-variables-are-safe and LIKE-wildcard notes are kept and extended to four things escapeSingleQuotes does not do: nothing outside a quoted literal, nothing for percent and underscore, nothing unless its result is the value interpolated, and a colon inside a quoted literal is not a bind
references/salesforce.md#L52	salesforce-platform#Checklist-5	moved	heading "@AuraEnabled methods" becomes Checklist item 5, anchored to apex-entry-point-exposure
references/salesforce.md#L53	salesforce-platform#Checklist-5	corrected	RELEASE BLOCKER 4: "anyone with API access can call it directly via REST/Tooling/anonymous Apex" is wrong on all three routes. @AuraEnabled is not on the REST or Tooling API; anonymous Apex needs Author Apex. The real path is the Aura endpoint carrying an aura.ApexAction.execute message with a session token liftable from any Lightning page, and the Apex Class Access caveat the source omitted is added
references/salesforce.md#L55-L60	salesforce-platform#Checklist-5	preserved	the five audit questions survive as the authorization paragraph and the condition list under which callability becomes a finding
references/salesforce.md#L62	salesforce-platform#Checklist-5	corrected	cacheable=true kept as read-only and still an endpoint, with the addition the source lacked: its result is cached client-side, which is why it also appears under lwc-client-state-exposure
references/salesforce.md#L64	salesforce-platform#Checklist-12	moved	heading "Custom permissions vs. profile checks" folds into Checklist item 12, permission-set-and-profile-grants
references/salesforce.md#L65	salesforce-platform#Checklist-12	corrected	DE-BRAND 3: FeatureManagement.checkPermission('My_Custom_Perm') replaced by 'Your_Custom_Permission_API_Name', unmistakably a placeholder, used consistently at all four call sites in the lens
references/salesforce.md#L67	salesforce-platform#Checklist-18	moved	heading "Sensitive operations to audit closely" becomes Checklist item 18 plus items 10 and 2
references/salesforce.md#L68	salesforce-platform#Checklist-18	preserved	Database.DMLOptions with allowFieldTruncation or duplicate-rule bypass
references/salesforce.md#L69	salesforce-platform#Checklist-2	corrected	RELEASE BLOCKER 2: System.runAs in non-test code cannot deploy - the compiler rejects it - so the check could never fire. Inverted into the real bug class as Checklist item 2: privileged paths tested only as the deploying admin, @isTest(SeeAllData=true) over sharing-sensitive code, and the ABSENCE of System.runAs(minimalAccessUser) around entry-point tests
